sku_id;seller_id;category_main;category_sub;brand_id;price_segment;sku_launch_dt;base_price_rub;current_discount_share;rating_avg;reviews_cnt;is_active_catalog_flag;package_type;color_group;photo_cnt;description_len;has_video_flag;warehouse_package_weight_g
5000431;100014;Красота;уход за лицом;красота_brand_067;ultra_low;2025-07-29;290;0.064;3.86;19;1;unknown;beige;7;550;0;652
5000432;100014;Красота;макияж;красота_brand_027;mid;2024-10-25;1810;0.226;4.41;175;1;blister;white;6;1230;0;261
5000433;100014;Красота;парфюм;красота_brand_026;ultra_low;2024-11-21;320;0.232;04.01;49;1;bag;black;2;186;1;217
5000434;100014;Красота;уход за лицом;красота_brand_080;high;2024-11-30;4300;0.021;04.09;6;1;bag;white;9;900;1;238
5000435;100014;Красота;уход за лицом;красота_brand_102;low;2025-08-03;550;0.664;4.56;20;1;unknown;white;8;757;1;1122
5000436;100014;Красота;уход за телом;красота_brand_021;mid;2024-10-13;1560;0.249;4.12;6;1;box;white;3;777;0;1178
5000437;100014;Красота;макияж;красота_brand_024;low;2025-03-07;960;0.153;3.38;13;0;blister;green;5;717;1;217
5000438;100014;Красота;уход за телом;красота_brand_045;low;2026-02-03;770;0.176;2.94;2;1;bag;blue;6;310;0;504
5000439;100014;Красота;макияж;красота_brand_020;low;2024-11-07;860;0.455;3.9;9;1;blister;green;5;367;1;187
5000440;100014;Красота;парфюм;красота_brand_075;high;2025-07-25;4380;0.331;3.68;38;1;tube;white;6;1048;0;272
5000441;100014;Красота;волосы;красота_brand_032;mid;2025-03-19;3550;0.1;4.27;30;1;bag;red;8;120;0;1969
5000442;100014;Красота;макияж;красота_brand_057;ultra_low;2024-11-25;260;0.028;4.35;42;1;tube;green;6;455;0;620
5000443;100014;Красота;уход за телом;красота_brand_003;low;2024-12-01;640;0.251;04.08;224;1;box;blue;4;797;1;676
5000444;100014;Красота;уход за лицом;красота_brand_073;low;2025-08-21;1310;0.084;4.49;33;1;box;blue;4;217;0;240
5000445;100014;Красота;волосы;красота_brand_041;low;2024-10-27;720;0.36;4.57;70;1;blister;blue;6;960;1;639
5000446;100014;Красота;уход за лицом;красота_brand_078;low;2025-01-21;1110;0.101;4.42;15;1;box;white;7;700;0;241
5000447;100014;Красота;парфюм;красота_brand_056;low;2024-10-16;540;0.03;5.0;12;1;unknown;multicolor;3;477;0;398
5000448;100014;Красота;волосы;красота_brand_115;mid;2024-11-25;1530;0.13;4.9;560;1;box;beige;6;40;0;310
5000449;100014;Красота;волосы;красота_brand_012;low;2025-02-12;1140;0.157;4.23;51;1;box;black;4;819;0;448
5000450;100014;Красота;уход за телом;красота_brand_030;low;2025-04-23;650;0.145;4.36;76;1;bag;white;9;440;1;827
5000451;100014;Красота;парфюм;красота_brand_022;ultra_low;2025-04-11;350;0.211;4.61;49;1;bag;blue;6;733;1;1366
5000452;100014;Красота;уход за телом;красота_brand_043;ultra_low;2025-05-19;280;0.325;4.26;60;1;box;black;5;626;1;2201
5000453;100014;Красота;парфюм;красота_brand_074;low;2025-02-15;620;0.605;4.17;12;1;box;black;6;347;1;1343
5000454;100014;Красота;уход за лицом;красота_brand_042;low;2025-03-01;850;0.184;3.75;11;1;bag;red;6;641;0;1806
5000455;100014;Красота;парфюм;красота_brand_104;low;2025-02-22;510;0.133;4.42;66;1;box;blue;4;1057;0;747
5000456;100014;Красота;парфюм;красота_brand_104;low;2026-01-09;640;0.421;4.38;8;1;tube;multicolor;7;311;1;897
5000457;100014;Красота;уход за лицом;красота_brand_110;low;2025-01-21;800;0.203;4.12;13;1;box;beige;6;400;0;647
5000458;100014;Красота;уход за лицом;красота_brand_013;mid;2025-10-11;1770;0.088;4.14;61;0;bag;green;6;636;1;70
5000459;100014;Красота;уход за телом;красота_brand_002;ultra_low;2025-07-08;250;0.335;4.54;11;1;unknown;unknown;5;720;0;688
5000460;100014;Красота;уход за лицом;красота_brand_046;low;2026-01-25;900;0.065;4.38;4;1;tube;white;3;802;0;224
5000461;100014;Красота;уход за телом;красота_brand_019;low;2024-12-20;560;0.107;3.74;35;1;box;beige;7;515;0;161
5000462;100014;Красота;уход за лицом;красота_brand_089;mid;2025-04-29;3200;0.452;4.9;24;1;bag;beige;4;706;1;259
5000463;100014;Красота;уход за телом;красота_brand_118;mid;2025-04-17;1670;0.07;4.57;416;1;box;unknown;5;828;0;173
5000464;100014;Красота;макияж;красота_brand_010;mid;2025-02-17;2780;0.367;04.09;17;1;box;black;7;1064;0;296
5000465;100014;Красота;уход за лицом;красота_brand_112;mid;2025-05-04;2190;0.427;4.61;53;1;bag;multicolor;3;723;0;605
5000466;100014;Красота;уход за лицом;красота_brand_103;ultra_low;2025-07-15;270;0.309;3.96;6;1;tube;green;4;509;1;407
5000467;100014;Красота;уход за телом;красота_brand_090;ultra_low;2024-11-04;490;0.124;4.29;15;1;tube;beige;5;703;0;65
5000468;100014;Красота;парфюм;красота_brand_003;ultra_low;2024-11-21;260;0.141;3.53;29;1;blister;beige;4;497;0;190
5000469;100014;Красота;волосы;красота_brand_046;mid;2024-11-01;3840;0.146;4.56;18;1;unknown;red;8;477;0;351
5000470;100014;Красота;уход за лицом;красота_brand_014;low;2024-11-16;1030;0.3;4.0;34;1;unknown;beige;3;661;0;1055
5000471;100014;Красота;парфюм;красота_brand_022;low;2025-06-14;1290;0.217;4.15;107;1;box;unknown;8;261;0;287
5000472;100014;Красота;уход за телом;красота_brand_039;mid;2025-03-16;2620;0.407;4.42;27;1;box;blue;11;841;0;895
5000473;100014;Красота;волосы;красота_brand_029;ultra_low;2024-12-22;480;0.246;4.47;99;1;box;green;4;704;0;264
5000474;100014;Красота;уход за лицом;красота_brand_080;low;2025-09-23;970;0.205;4.11;34;1;blister;white;4;427;0;837
5000475;100014;Красота;макияж;красота_brand_008;mid;2025-10-29;3810;0.264;3.43;37;1;bag;red;8;732;1;811
5000476;100014;Красота;уход за телом;красота_brand_044;mid;2024-11-23;2980;0.457;4.46;21;1;box;unknown;5;594;0;834
5000477;100014;Красота;уход за телом;красота_brand_054;ultra_low;2025-12-28;360;0.157;4.52;19;1;tube;white;7;491;1;187
5000478;100014;Красота;парфюм;красота_brand_069;ultra_low;2025-01-14;310;0.266;04.01;73;1;box;unknown;5;1162;1;302
5000479;100014;Красота;парфюм;красота_brand_033;low;2025-01-03;800;0.37;04.05;28;1;box;multicolor;8;759;0;242
5000480;100014;Красота;макияж;красота_brand_033;low;2024-11-19;530;0.181;4.41;80;1;bag;red;8;381;0;367
5000481;100014;Красота;уход за лицом;красота_brand_032;mid;2025-01-07;3240;0.262;4.71;37;1;bag;blue;10;812;1;274
5000482;100014;Красота;макияж;красота_brand_060;low;2025-04-15;570;0.189;4.39;5;1;bag;white;6;589;0;95
5000483;100014;Красота;уход за лицом;красота_brand_065;low;2025-05-13;1370;0.135;3.4;18;1;box;multicolor;5;742;0;1251
5000484;100014;Красота;уход за телом;красота_brand_024;mid;2025-03-31;1570;0.192;4.76;10;1;unknown;blue;7;517;1;503
5000485;100014;Красота;уход за телом;красота_brand_076;ultra_low;2026-01-11;400;0.319;4.53;2;1;box;white;6;40;0;422
5000486;100014;Красота;волосы;красота_brand_101;low;2024-12-25;620;0.51;4.8;43;1;unknown;unknown;6;631;0;544
5000487;100014;Красота;уход за лицом;красота_brand_108;mid;2024-10-17;3080;0.268;4.55;30;1;bag;black;8;1085;0;92
5000488;100014;Красота;уход за лицом;красота_brand_052;mid;2025-02-22;2360;0.368;4.31;26;1;box;black;5;508;0;1227
5000489;100014;Красота;волосы;красота_brand_063;ultra_low;2025-01-08;320;0.237;4.75;25;1;bag;white;4;976;0;92
5000490;100014;Красота;уход за лицом;красота_brand_083;low;2024-12-17;1110;0.257;4.27;6;1;bag;white;6;398;0;271
5000491;100014;Красота;уход за лицом;красота_brand_046;mid;2025-04-19;2360;0.361;4.46;18;1;box;red;3;891;0;299
5000492;100014;Красота;парфюм;красота_brand_017;mid;2025-01-26;2010;0.141;3.79;1;1;blister;beige;5;662;0;121
5000493;100014;Красота;макияж;красота_brand_061;low;2025-01-09;1080;0.299;4.55;46;1;blister;blue;3;569;0;1044
5000494;100014;Красота;уход за телом;красота_brand_109;low;2025-01-11;930;0.361;4.25;8;1;tube;green;10;656;0;442
5000495;100014;Красота;уход за лицом;красота_brand_063;low;2025-01-31;740;0.316;4.16;11;1;bag;red;5;237;0;309
5000496;100014;Красота;парфюм;красота_brand_099;ultra_low;2024-12-05;380;0.142;4.65;17;1;tube;beige;6;651;0;210
5000497;100014;Красота;волосы;красота_brand_063;mid;2025-06-15;1670;0.114;5.0;56;1;tube;multicolor;7;351;1;112
5000498;100014;Красота;уход за телом;красота_brand_004;mid;2024-12-18;2940;0.194;04.04;44;1;blister;unknown;5;162;0;1207
5000499;100014;Красота;уход за телом;красота_brand_020;ultra_low;2025-04-15;480;0.256;04.07;10;1;bag;black;6;607;1;470
5000500;100014;Красота;волосы;красота_brand_047;low;2025-06-21;1350;0.507;3.8;14;1;bag;multicolor;5;905;0;290
5000501;100014;Красота;парфюм;красота_brand_099;ultra_low;2024-12-27;280;0.074;4.28;22;1;box;red;12;922;0;179
5000502;100014;Красота;волосы;красота_brand_029;ultra_low;2025-01-08;410;0.171;4.44;33;1;blister;beige;7;793;1;206
5000503;100014;Красота;уход за телом;красота_brand_015;low;2025-01-07;850;0.102;4.3;12;1;box;multicolor;7;880;0;1462
5000504;100014;Красота;парфюм;красота_brand_057;low;2026-03-13;650;0.121;4.44;13;1;unknown;blue;7;476;0;372
5000505;100014;Красота;уход за телом;красота_brand_018;low;2024-12-18;520;0.329;3.97;15;1;unknown;beige;9;486;0;288
5000506;100014;Красота;уход за телом;красота_brand_021;ultra_low;2025-01-16;310;0.123;4.98;23;1;blister;blue;7;769;0;688
5000507;100014;Красота;парфюм;красота_brand_118;ultra_low;2025-04-21;270;0.022;4.4;51;1;bag;multicolor;8;966;0;1100
5000508;100014;Красота;волосы;красота_brand_092;ultra_low;2025-06-07;270;0.718;4.66;167;1;tube;red;5;1269;1;95
5000509;100014;Красота;парфюм;красота_brand_044;low;2025-02-07;1050;0.108;4.45;23;1;box;green;4;738;1;319
5000510;100014;Красота;уход за лицом;красота_brand_069;ultra_low;2025-11-30;290;0.213;4.62;51;1;box;red;9;446;0;467
5000511;100014;Красота;парфюм;красота_brand_040;ultra_low;2025-03-21;400;0.226;4.73;27;1;box;white;3;826;1;629
5000512;100014;Красота;макияж;красота_brand_044;mid;2025-02-01;1850;0.271;4.97;49;1;bag;blue;4;1029;0;191
5000513;100014;Красота;уход за телом;красота_brand_004;mid;2025-04-15;1650;0.104;4.9;99;1;tube;white;8;1006;0;150
5000514;100014;Красота;уход за телом;красота_brand_103;ultra_low;2025-10-06;260;0.252;4.18;115;1;unknown;green;10;714;1;453
5000515;100014;Красота;уход за лицом;красота_brand_077;low;2025-04-29;700;0.283;4.3;150;1;bag;white;5;763;0;131
5000516;100014;Красота;макияж;красота_brand_100;low;2024-12-16;1280;0.404;4.51;128;1;unknown;red;7;401;1;2077
5000517;100014;Красота;волосы;красота_brand_011;high;2024-11-17;4250;0.038;4.23;30;1;blister;black;3;1112;0;569
5000518;100014;Красота;волосы;красота_brand_014;mid;2024-11-17;1910;0.266;4.52;23;1;tube;red;8;343;1;559
5000519;100014;Красота;макияж;красота_brand_040;ultra_low;2025-05-03;290;0.256;3.9;28;1;bag;green;5;1031;0;777
5000520;100014;Красота;макияж;красота_brand_022;high;2025-02-12;4130;0.51;4.47;18;1;bag;multicolor;4;477;0;277
5000521;100014;Красота;уход за телом;красота_brand_035;low;2025-03-19;1070;0.363;4.7;103;1;box;beige;8;652;0;342
5000522;100014;Красота;волосы;красота_brand_012;mid;2024-11-03;2610;0.077;4.66;13;1;box;green;7;377;1;624
5000523;100015;Аксессуары;ремни;аксессуары_brand_083;ultra_low;2025-03-11;340;0.249;3.92;91;1;blister;multicolor;4;470;0;845
5000524;100015;Аксессуары;ремни;аксессуары_brand_076;low;2025-05-25;530;0.126;04.02;5;1;box;red;8;817;1;585
5000525;100015;Аксессуары;бижутерия;аксессуары_brand_116;high;2025-05-09;5630;0.15;3.79;49;1;box;black;6;40;0;1674
5000526;100015;Аксессуары;бижутерия;аксессуары_brand_067;mid;2025-12-16;2820;0.056;4.63;35;1;box;red;8;508;0;191
5000527;100015;Аксессуары;сумки;аксессуары_brand_025;high;2025-11-23;8540;0.346;04.09;22;1;unknown;red;6;788;0;3047
5000528;100015;Аксессуары;ремни;аксессуары_brand_027;low;2025-07-04;800;0.283;3.89;21;1;bag;unknown;11;593;1;231
5000529;100015;Аксессуары;ремни;аксессуары_brand_102;high;2025-09-20;6170;0.265;3.76;22;1;tube;blue;7;833;0;633
5000530;100015;Аксессуары;ремни;аксессуары_brand_018;low;2025-12-13;830;0.37;3.7;70;1;box;red;1;789;0;491
5000531;100015;Аксессуары;бижутерия;аксессуары_brand_013;low;2025-02-11;1040;0.547;3.78;12;1;box;white;5;622;0;618
5000532;100015;Аксессуары;бижутерия;аксессуары_brand_027;ultra_low;2025-01-29;490;0.362;04.03;9;1;box;black;3;581;0;366
5000533;100015;Аксессуары;ремни;аксессуары_brand_055;mid;2025-07-30;2030;0.192;3.86;22;1;blister;white;5;143;0;513
5000534;100015;Аксессуары;бижутерия;аксессуары_brand_079;mid;2025-12-25;2370;0.469;4.53;27;1;box;black;2;697;0;352
5000535;100015;Аксессуары;головные уборы;аксессуары_brand_099;mid;2025-03-11;2820;0.148;4.2;53;1;tube;red;10;714;1;1134
5000536;100015;Аксессуары;бижутерия;аксессуары_brand_046;low;2025-01-07;1010;0.083;4.15;52;1;box;multicolor;5;395;0;1128
5000537;100015;Аксессуары;ремни;аксессуары_brand_104;mid;2024-12-28;3510;0.054;3.92;7;1;unknown;beige;6;692;0;309
5000538;100015;Аксессуары;сумки;аксессуары_brand_039;low;2025-06-25;1100;0.345;3.83;20;1;box;blue;4;688;1;97
5000539;100015;Аксессуары;ремни;аксессуары_brand_027;ultra_low;2025-05-29;390;0.093;4.77;124;1;box;beige;8;435;0;257
5000540;100015;Аксессуары;сумки;аксессуары_brand_054;high;2024-12-26;4840;0.195;3.78;30;1;blister;unknown;9;1067;0;1903
5000541;100015;Аксессуары;головные уборы;аксессуары_brand_026;low;2025-01-14;790;0.101;3.64;13;1;bag;blue;4;755;0;312
5000542;100015;Аксессуары;сумки;аксессуары_brand_004;ultra_low;2025-04-25;480;0.101;4.19;37;1;bag;unknown;7;812;0;134
5000543;100015;Аксессуары;бижутерия;аксессуары_brand_037;mid;2025-04-02;1570;0.184;04.05;4;1;tube;beige;3;180;0;919
5000544;100015;Аксессуары;бижутерия;аксессуары_brand_027;low;2025-01-29;670;0.214;3.73;55;1;bag;red;4;721;0;680
5000545;100015;Аксессуары;бижутерия;аксессуары_brand_054;low;2025-03-23;1240;0.251;4.38;38;1;bag;beige;7;784;0;869
5000546;100015;Аксессуары;бижутерия;аксессуары_brand_028;high;2025-11-22;4140;0.176;3.79;54;1;unknown;multicolor;4;422;0;100
5000547;100015;Аксессуары;бижутерия;аксессуары_brand_055;high;2025-04-05;5820;0.296;3.73;16;1;box;white;6;621;1;2170
5000548;100015;Аксессуары;головные уборы;аксессуары_brand_064;ultra_low;2025-01-04;430;0.75;3.53;49;1;tube;black;9;623;0;214
5000549;100015;Аксессуары;очки;аксессуары_brand_054;mid;2025-09-13;2010;0.048;3.49;16;1;blister;black;11;417;1;1243
5000550;100015;Аксессуары;головные уборы;аксессуары_brand_074;ultra_low;2025-01-02;320;0.081;3.3;9;1;bag;beige;5;779;0;80
5000551;100015;Аксессуары;головные уборы;аксессуары_brand_027;low;2025-09-02;1200;0.319;4.44;66;1;bag;green;4;415;0;212
5000552;100015;Аксессуары;головные уборы;аксессуары_brand_057;high;2026-04-25;7220;0.151;3.76;3;1;box;red;6;749;0;481
5000553;100015;Аксессуары;очки;аксессуары_brand_028;mid;2025-06-18;3330;0.17;3.79;45;1;blister;unknown;4;454;1;204
5000554;100015;Аксессуары;очки;аксессуары_brand_104;mid;2024-12-30;2750;0.071;4.35;9;1;blister;black;6;489;0;441
5000555;100015;Аксессуары;ремни;аксессуары_brand_052;low;2024-12-27;1340;0.282;3.37;81;1;bag;red;4;818;0;833
5000556;100015;Аксессуары;сумки;аксессуары_brand_078;mid;2025-05-13;3050;0.351;04.03;26;1;box;black;5;815;0;254
5000557;100015;Аксессуары;бижутерия;аксессуары_brand_017;low;2025-02-01;1410;0.303;3.72;9;1;tube;red;5;615;0;364
5000558;100015;Аксессуары;бижутерия;аксессуары_brand_060;ultra_low;2025-01-24;380;0.205;3.88;36;1;box;beige;6;589;0;275
5000559;100015;Аксессуары;головные уборы;аксессуары_brand_021;mid;2025-01-03;2320;0.341;3.68;8;1;bag;beige;7;96;0;514
5000560;100015;Аксессуары;сумки;аксессуары_brand_115;mid;2025-06-22;1550;0.505;3.85;32;1;tube;red;4;865;0;1236
5000561;100016;Одежда;футболки;одежда_brand_115;high;2025-05-26;5020;0.133;4.49;12;0;tube;red;6;614;1;79
5000562;100016;Одежда;футболки;одежда_brand_118;low;2025-06-23;720;0.073;3.7;16;0;bag;multicolor;4;856;1;1001
5000563;100016;Одежда;белье;одежда_brand_074;high;2025-12-22;4670;0.264;4.47;7;0;box;black;7;1030;0;376
5000564;100016;Одежда;верхняя одежда;одежда_brand_073;mid;2026-03-19;3250;0.328;3.94;7;0;box;black;5;1064;1;253
5000565;100016;Одежда;верхняя одежда;одежда_brand_017;high;2026-03-19;4500;0.043;4.3;5;0;bag;beige;8;1176;1;418
5000566;100016;Одежда;платья;одежда_brand_002;mid;2025-07-11;2610;0.162;3.71;10;1;bag;beige;6;613;0;387
5000567;100016;Одежда;белье;одежда_brand_051;low;2025-10-06;1370;0.593;4.13;15;1;unknown;black;6;1062;0;69
5000568;100016;Одежда;брюки;одежда_brand_030;low;2025-04-20;1070;0.271;4.28;33;1;box;unknown;4;447;0;165
5000569;100016;Одежда;футболки;одежда_brand_039;high;2025-03-11;5250;0.296;4.35;11;1;box;blue;4;695;1;679
5000570;100016;Одежда;верхняя одежда;одежда_brand_084;mid;2025-10-22;3320;0.042;4.29;48;1;box;red;6;402;0;218
5000571;100016;Одежда;верхняя одежда;одежда_brand_055;low;2026-04-07;800;0.282;3.62;0;0;box;beige;8;562;0;386
5000572;100016;Одежда;верхняя одежда;одежда_brand_073;mid;2025-04-28;1640;0.284;3.85;9;1;box;multicolor;6;908;0;269
5000573;100016;Одежда;футболки;одежда_brand_091;mid;2025-03-25;3070;0.21;3.6;16;1;bag;white;7;483;0;204
5000574;100016;Одежда;футболки;одежда_brand_001;low;2025-04-16;930;0.412;3.94;112;1;box;red;5;608;0;366
5000575;100017;Детские товары;питание;детские_товары_brand_093;mid;2026-04-09;2590;0.345;4.14;14;1;bag;red;5;418;0;1857
5000576;100017;Детские товары;уход;детские_товары_brand_040;mid;2026-03-10;3770;0.314;4.64;7;1;box;white;3;618;0;219
5000577;100017;Детские товары;игрушки;детские_товары_brand_015;low;2026-03-28;740;0.053;4.22;32;1;box;blue;4;512;0;216
5000578;100017;Детские товары;питание;детские_товары_brand_004;mid;2026-02-04;2030;0.222;5.0;10;1;bag;green;6;815;0;112
5000579;100017;Детские товары;уход;детские_товары_brand_003;low;2026-03-20;530;0.511;04.08;8;1;box;black;9;500;0;521
5000580;100017;Детские товары;одежда детская;детские_товары_brand_043;low;2026-04-06;840;0.234;4.48;13;1;box;unknown;6;453;1;346
5000581;100017;Детские товары;уход;детские_товары_brand_004;low;2026-04-09;1310;0.027;4.31;55;1;box;red;7;581;0;344
5000582;100017;Детские товары;питание;детские_товары_brand_014;ultra_low;2026-04-23;490;0.397;4.49;22;1;bag;multicolor;8;643;1;207
5000583;100017;Детские товары;школа;детские_товары_brand_041;mid;2026-03-05;2260;0.377;4.93;6;1;box;black;7;778;0;190
5000584;100017;Детские товары;питание;детские_товары_brand_025;ultra_low;2026-03-17;450;0.359;4.51;51;1;bag;blue;9;600;0;202
5000585;100017;Детские товары;питание;детские_товары_brand_007;ultra_low;2026-02-02;430;0.01;4.36;4;1;box;green;4;606;1;1565
5000586;100017;Детские товары;игрушки;детские_товары_brand_101;high;2026-02-16;4340;0.262;4.95;3;1;box;beige;6;821;0;228
5000587;100017;Детские товары;школа;детские_товары_brand_056;low;2026-03-13;650;0.308;4.49;14;1;box;beige;8;393;0;279
5000588;100017;Детские товары;одежда детская;детские_товары_brand_103;ultra_low;2026-01-24;340;0.153;4.45;1;1;box;green;7;878;0;268
5000589;100017;Детские товары;уход;детские_товары_brand_062;ultra_low;2026-03-20;400;0.435;4.77;4;1;blister;red;4;729;0;702
5000590;100017;Детские товары;школа;детские_товары_brand_016;low;2026-02-24;930;0.075;4.43;4;1;bag;beige;10;1331;0;1035
5000591;100017;Детские товары;одежда детская;детские_товары_brand_033;mid;2026-02-07;2020;0.088;4.9;18;1;bag;unknown;6;193;0;1318
5000592;100017;Детские товары;питание;детские_товары_brand_022;ultra_low;2026-04-11;260;0.214;4.87;1;1;box;green;6;819;0;278
5000593;100017;Детские товары;игрушки;детские_товары_brand_001;mid;2026-04-11;3900;0.169;4.58;4;1;bag;black;8;966;0;597
5000594;100017;Детские товары;игрушки;детские_товары_brand_115;mid;2026-02-03;2190;0.492;4.36;2;1;box;unknown;4;1166;0;3877
5000595;100017;Детские товары;питание;детские_товары_brand_079;low;2026-04-10;620;0.221;4.64;7;1;bag;red;7;575;1;179
5000596;100017;Детские товары;уход;детские_товары_brand_017;low;2026-02-04;670;0.195;4.88;72;1;box;green;5;672;1;542
5000597;100017;Детские товары;одежда детская;детские_товары_brand_115;ultra_low;2026-01-31;320;0.117;4.63;108;1;box;green;2;508;1;1874
5000598;100017;Детские товары;школа;детские_товары_brand_117;low;2026-03-04;750;0.029;4.27;9;1;bag;unknown;6;631;0;264
5000599;100017;Детские товары;одежда детская;детские_товары_brand_026;ultra_low;2026-02-08;430;0.184;4.38;11;1;box;white;6;42;1;755
5000600;100017;Детские товары;одежда детская;детские_товары_brand_005;ultra_low;2026-03-05;440;0.422;4.7;2;1;box;multicolor;5;781;0;520
5000601;100017;Детские товары;игрушки;детские_товары_brand_050;low;2026-03-14;850;0.131;4.11;3;1;unknown;unknown;11;627;0;2369
5000602;100017;Детские товары;уход;детские_товары_brand_061;mid;2026-02-02;3770;0.224;4.63;3;1;box;multicolor;6;1181;0;664
5000603;100017;Детские товары;школа;детские_товары_brand_094;high;2026-02-28;6490;0.25;4.21;10;1;bag;blue;8;358;0;244
5000604;100017;Детские товары;одежда детская;детские_товары_brand_027;low;2026-01-26;1220;0.233;4.4;12;1;unknown;blue;6;655;1;487
5000605;100017;Детские товары;школа;детские_товары_brand_103;mid;2026-01-24;1540;0.273;4.55;1;1;box;unknown;4;743;0;537
5000606;100017;Детские товары;питание;детские_товары_brand_068;ultra_low;2026-02-17;420;0.232;4.79;8;1;box;green;7;595;0;270
5000607;100017;Детские товары;школа;детские_товары_brand_012;low;2026-03-19;520;0.37;4.38;17;1;box;red;9;667;0;222
5000608;100017;Детские товары;одежда детская;детские_товары_brand_101;low;2026-03-10;700;0.112;4.53;21;1;box;red;6;544;0;942
5000609;100017;Детские товары;уход;детские_товары_brand_007;ultra_low;2026-04-23;310;0.317;4.33;23;1;bag;red;9;815;0;1610
5000610;100017;Детские товары;игрушки;детские_товары_brand_119;low;2026-03-20;1310;0.282;4.44;4;1;bag;green;8;885;0;406
5000611;100017;Детские товары;игрушки;детские_товары_brand_112;mid;2026-03-06;1910;0.251;4.33;79;1;blister;unknown;3;378;0;691
5000612;100017;Детские товары;школа;детские_товары_brand_012;low;2026-04-19;1320;0.198;4.62;5;1;box;black;6;361;0;404
5000613;100017;Детские товары;уход;детские_товары_brand_042;mid;2026-02-28;2390;0.073;3.82;1;1;box;beige;6;580;0;561
5000614;100017;Детские товары;уход;детские_товары_brand_057;ultra_low;2026-04-11;270;0.031;4.76;4;1;bag;unknown;12;495;0;524
5000615;100017;Детские товары;питание;детские_товары_brand_080;low;2026-02-01;570;0.151;4.66;6;1;box;red;10;492;1;505
5000616;100017;Детские товары;школа;детские_товары_brand_082;low;2026-03-23;1180;0.187;4.64;4;1;box;beige;8;898;1;997
5000617;100017;Детские товары;школа;детские_товары_brand_103;low;2026-03-14;550;0.216;4.49;1;1;bag;white;7;855;0;239
5000618;100017;Детские товары;питание;детские_товары_brand_020;high;2026-04-17;4130;0.125;4.59;2;1;box;beige;3;768;1;849
5000619;100017;Детские товары;уход;детские_товары_brand_028;low;2026-03-22;510;0.207;3.92;0;1;bag;green;2;968;0;517
5000620;100017;Детские товары;питание;детские_товары_brand_068;ultra_low;2026-04-16;410;0.056;4.67;1;1;box;multicolor;4;515;1;1190
5000621;100017;Детские товары;питание;детские_товары_brand_060;mid;2026-01-22;3680;0.346;4.8;15;1;unknown;multicolor;11;210;0;302
5000622;100017;Детские товары;одежда детская;детские_товары_brand_048;low;2026-01-23;560;0.297;3.94;3;1;bag;unknown;6;716;0;545
5000623;100017;Детские товары;школа;детские_товары_brand_067;low;2026-04-01;1380;0.154;4.7;29;1;bag;red;2;346;0;493
5000624;100017;Детские товары;школа;детские_товары_brand_066;low;2026-02-02;950;0.229;4.56;5;1;box;green;5;819;0;4690
5000625;100017;Детские товары;уход;детские_товары_brand_021;mid;2026-02-07;2490;0.058;4.63;4;1;box;multicolor;6;783;0;612
5000626;100017;Детские товары;уход;детские_товары_brand_056;mid;2026-03-24;2340;0.23;4.62;5;1;box;blue;6;772;1;33
5000627;100017;Детские товары;уход;детские_товары_brand_032;low;2026-04-19;1270;0.09;4.57;4;1;bag;green;5;564;0;62
5000628;100017;Детские товары;одежда детская;детские_товары_brand_057;mid;2026-04-22;2360;0.085;4.34;23;0;box;green;6;823;0;634
5000629;100017;Детские товары;игрушки;детские_товары_brand_112;ultra_low;2026-04-02;360;0.15;4.88;3;1;blister;red;9;618;0;675
5000630;100017;Детские товары;школа;детские_товары_brand_056;mid;2026-02-24;3190;0.131;4.26;9;1;bag;multicolor;10;1152;0;1358
5000631;100017;Детские товары;уход;детские_товары_brand_091;ultra_low;2026-02-11;280;0.225;4.39;10;1;bag;multicolor;6;562;0;870
5000632;100017;Детские товары;одежда детская;детские_товары_brand_119;low;2026-03-14;1410;0.23;4.53;0;1;box;red;9;875;0;555
5000633;100017;Детские товары;игрушки;детские_товары_brand_042;ultra_low;2026-04-06;440;0.167;4.15;20;1;bag;white;7;743;0;692
5000634;100017;Детские товары;школа;детские_товары_brand_084;mid;2026-01-22;2150;0.131;4.7;6;1;blister;beige;5;561;0;447
5000635;100017;Детские товары;питание;детские_товары_brand_111;mid;2026-03-21;3370;0.21;4.35;4;1;bag;green;7;405;0;126
5000636;100017;Детские товары;одежда детская;детские_товары_brand_038;high;2026-02-26;4380;0.287;4.81;33;1;box;black;11;796;0;984
5000637;100017;Детские товары;игрушки;детские_товары_brand_101;mid;2026-04-08;3320;0.056;4.11;5;1;box;red;7;783;0;396
5000638;100017;Детские товары;игрушки;детские_товары_brand_100;low;2026-03-18;610;0.433;4.18;4;1;bag;unknown;5;116;0;2983
5000639;100017;Детские товары;питание;детские_товары_brand_048;ultra_low;2026-02-01;420;0.387;3.99;13;1;bag;white;8;504;0;1069
5000640;100017;Детские товары;одежда детская;детские_товары_brand_035;mid;2026-03-05;1940;0.274;4.61;39;1;box;blue;4;591;1;482
5000641;100017;Детские товары;уход;детские_товары_brand_083;mid;2026-04-22;1730;0.187;04.09;7;1;tube;black;3;816;0;546
5000642;100017;Детские товары;одежда детская;детские_товары_brand_111;mid;2026-03-05;1520;0.169;4.33;4;1;blister;blue;6;450;1;155
5000643;100017;Детские товары;одежда детская;детские_товары_brand_034;low;2026-03-20;940;0.49;4.59;15;1;bag;blue;5;512;0;497
