Column1;user_id;user_registration_dt;platform;region_cluster;gender;age;push_enabled_flag;fav_category_1;fav_category_2;fav_category_3;last_purchase_dt;frequency_orders;monetary_sum;avg_order_value;recency_days;app_version;device_price_bucket;email_subscribed_flag;dark_theme_flag
375;9000376;13.01.2023;Android;Центр;female;37;0;Одежда;Спорт;Дом;16.02.2026;6;16087.18;2681.1966666666667;73;7.4;mid;1;0
376;9000377;01.01.2026;iOS;Москва и МО;male;28;1;Одежда;Дом;Дом;;0;0.0;0.0;999;8.1;mid;1;0
377;9000378;15.02.2026;Android;Москва и МО;female;42;1;Красота;Товары для животных;Обувь;28.02.2026;1;440.5;440.5;61;7.4;low;0;1
378;9000379;07.01.2025;Web;Центр;male;25;1;Дом;Одежда;Спорт;;0;0.0;0.0;999;8.0;high;0;0
379;9000380;09.07.2023;iOS;Санкт-Петербург;female;30;1;Одежда;Товары для животных;Красота;01.10.2025;3;4026.05;1342.0166666666669;211;7.3;low;1;1
380;9000381;21.04.2025;iOS;Сибирь;male;32;1;Красота;Обувь;Детские товары;26.12.2025;3;11311.7;3770.566666666667;125;7.4;low;0;0
381;9000382;11.02.2023;Android;Урал;female;36;1;Дом;Товары для животных;Дом;;0;0.0;0.0;999;8.0;high;0;0
382;9000383;11.07.2023;Web;Сибирь;female;37;1;Обувь;Детские товары;Спорт;;0;0.0;0.0;999;7.2;mid;1;0
383;9000384;26.11.2024;iOS;Санкт-Петербург;female;31;0;Аксессуары;Одежда;Детские товары;04.09.2025;1;1312.0;1312.0;238;7.4;mid;1;0
384;9000385;20.06.2023;iOS;Дальний Восток;male;30;0;Аксессуары;Одежда;Товары для животных;17.08.2025;1;1925.59;1925.59;256;8.0;mid;1;0
385;9000386;19.12.2025;Web;Юг;male;18;1;Аксессуары;Красота;Дом;;0;0.0;0.0;999;7.4;high;1;0
386;9000387;19.01.2023;Android;Москва и МО;female;37;0;Дом;Спорт;Электроника;;0;0.0;0.0;999;8.0;mid;1;1
387;9000388;15.06.2023;iOS;Москва и МО;male;50;1;Товары для животных;Красота;Одежда;08.11.2025;3;7046.88;2348.96;173;8.1;mid;1;1
388;9000389;25.01.2025;iOS;Поволжье;female;27;1;Детские товары;Красота;Спорт;;0;0.0;0.0;999;7.4;high;1;0
389;9000390;23.02.2023;Web;Урал;male;28;1;Детские товары;Канцелярия;Одежда;06.10.2025;3;6562.719999999999;2187.5733333333333;206;7.4;mid;0;0
390;9000391;11.10.2025;Android;Центр;male;30;1;Обувь;Детские товары;Электроника;16.02.2026;1;6763.96;6763.96;73;7.2;high;1;1
391;9000392;05.11.2025;Android;Москва и МО;female;49;1;Дом;Электроника;Детские товары;;0;0.0;0.0;999;7.1;high;1;0
392;9000393;06.05.2023;iOS;Москва и МО;female;29;0;Детские товары;Обувь;Дом;04.04.2026;2;7181.22;3590.61;26;7.3;low;1;1
393;9000394;23.04.2023;Android;Поволжье;female;47;0;Аксессуары;Обувь;Одежда;02.12.2024;1;542.02;542.02;514;7.4;low;1;0
394;9000395;23.08.2025;Android;Поволжье;male;44;1;Одежда;Аксессуары;Детские товары;;0;0.0;0.0;999;7.4;high;0;0
395;9000396;21.03.2024;Android;Юг;male;30;0;Детские товары;Обувь;Дом;;0;0.0;0.0;999;7.2;low;0;0
396;9000397;10.03.2026;Android;Центр;male;27;1;Красота;Одежда;Обувь;;0;0.0;0.0;999;7.4;low;1;0
397;9000398;07.11.2025;iOS;Сибирь;male;18;1;Товары для животных;Аксессуары;Обувь;;0;0.0;0.0;999;8.0;low;1;0
398;9000399;04.12.2024;Android;Центр;male;25;1;Спорт;Красота;Дом;16.02.2025;2;1906.19;953.095;438;7.1;mid;1;0
399;9000400;20.03.2026;Android;Юг;male;29;0;Спорт;Красота;Дом;;0;0.0;0.0;999;7.1;high;1;1
400;9000401;28.02.2026;Android;Поволжье;male;40;1;Обувь;Красота;Детские товары;;0;0.0;0.0;999;8.0;mid;1;0
401;9000402;01.09.2024;iOS;Юг;female;41;1;Канцелярия;Красота;Электроника;31.01.2025;1;2522.52;2522.52;454;7.3;mid;0;1
402;9000403;08.04.2023;iOS;Поволжье;female;18;1;Детские товары;Электроника;Электроника;02.09.2025;1;551.25;551.25;240;7.3;mid;1;0
403;9000404;13.12.2022;iOS;Поволжье;female;39;1;Красота;Одежда;Обувь;06.10.2025;1;1954.9;1954.9;206;8.0;high;1;0
404;9000405;30.08.2023;Android;Урал;female;34;1;Спорт;Детские товары;Красота;14.12.2025;2;552.2;276.1;137;7.4;unknown;1;0
405;9000406;29.06.2025;iOS;Дальний Восток;female;17;1;Красота;Одежда;Электроника;;0;0.0;0.0;999;8.1;mid;1;1
406;9000407;04.06.2024;iOS;Поволжье;male;29;1;Обувь;Товары для животных;Детские товары;19.03.2026;5;19670.29;3934.058;42;7.2;low;1;1
407;9000408;11.01.2026;Android;Юг;female;33;1;Одежда;Спорт;Канцелярия;10.02.2026;1;204.9;204.9;79;8.1;mid;0;0
408;9000409;26.10.2022;Android;Поволжье;female;39;1;Красота;Аксессуары;Дом;13.04.2026;1;317.68;317.68;17;8.1;low;1;0
409;9000410;12.05.2023;Android;Урал;female;20;1;Обувь;Дом;Красота;09.06.2025;2;9279.96;4639.98;325;7.3;low;0;0
410;9000411;06.07.2025;iOS;Санкт-Петербург;female;20;1;Электроника;Одежда;Детские товары;03.08.2025;1;2107.82;2107.82;270;8.0;unknown;0;0
411;9000412;05.09.2024;Web;Юг;male;46;1;Электроника;Одежда;Электроника;26.02.2026;1;659.19;659.19;63;7.4;mid;1;1
412;9000413;11.08.2025;Android;Центр;female;31;1;Одежда;Детские товары;Спорт;;0;0.0;0.0;999;8.0;mid;0;0
413;9000414;02.12.2022;iOS;Москва и МО;unknown;34;1;Одежда;Электроника;Одежда;03.12.2025;1;1114.71;1114.71;148;7.1;high;1;0
414;9000415;30.12.2023;iOS;Санкт-Петербург;male;27;1;Электроника;Одежда;Дом;;0;0.0;0.0;999;8.0;mid;0;1
415;9000416;07.07.2023;Android;Центр;female;50;1;Одежда;Детские товары;Спорт;;0;0.0;0.0;999;8.1;mid;1;1
416;9000417;19.10.2022;Android;Юг;unknown;30;0;Товары для животных;Одежда;Электроника;01.03.2026;1;596.25;596.25;60;7.3;mid;1;0
417;9000418;07.02.2026;iOS;Москва и МО;male;38;1;Аксессуары;Красота;Детские товары;17.03.2026;1;3924.98;3924.98;44;8.0;low;1;0
418;9000419;21.01.2024;Android;Поволжье;male;21;1;Детские товары;Электроника;Дом;17.12.2024;2;1021.01;510.505;499;8.0;low;1;0
419;9000420;14.09.2025;Android;Центр;female;30;1;Электроника;Обувь;Канцелярия;29.04.2026;2;4484.45;2242.225;1;7.4;high;0;0
420;9000421;29.09.2025;Android;Санкт-Петербург;unknown;27;1;Красота;Обувь;Товары для животных;;0;0.0;0.0;999;7.2;low;1;0
421;9000422;27.05.2024;Android;Дальний Восток;female;16;1;Одежда;Аксессуары;Дом;10.01.2025;1;416.1;416.1;475;8.0;unknown;0;1
422;9000423;16.03.2026;Android;Юг;female;45;1;Спорт;Одежда;Красота;;0;0.0;0.0;999;7.3;high;0;0
423;9000424;02.12.2023;Android;Москва и МО;female;24;1;Дом;Одежда;Одежда;09.07.2025;1;451.8;451.8;295;7.3;unknown;1;0
424;9000425;07.09.2023;iOS;Москва и МО;female;54;0;Красота;Обувь;Спорт;06.10.2024;1;388.92;388.92;571;7.2;unknown;1;0
425;9000426;28.08.2024;Web;Урал;male;34;1;Канцелярия;Дом;Аксессуары;20.02.2026;2;505.14;252.57;69;8.1;unknown;1;1
426;9000427;23.12.2022;iOS;Урал;female;40;1;Одежда;Обувь;Обувь;30.10.2025;2;5215.31;2607.655;182;8.0;low;1;1
427;9000428;05.11.2022;Android;Санкт-Петербург;male;18;1;Электроника;Детские товары;Аксессуары;09.02.2026;1;1555.2;1555.2;80;7.3;low;0;0
428;9000429;15.04.2026;iOS;Поволжье;male;56;0;Красота;Одежда;Одежда;;0;0.0;0.0;999;8.1;low;1;1
429;9000430;11.01.2024;Web;Санкт-Петербург;male;38;1;Аксессуары;Спорт;Спорт;;0;0.0;0.0;999;7.3;high;1;1
430;9000431;19.05.2024;Android;Поволжье;female;37;1;Дом;Аксессуары;Электроника;12.10.2025;2;3384.85;1692.425;200;7.4;low;0;0
431;9000432;23.02.2024;iOS;Дальний Восток;unknown;29;0;Товары для животных;Дом;Аксессуары;;0;0.0;0.0;999;7.4;low;1;1
432;9000433;04.10.2022;iOS;Центр;male;29;1;Красота;Дом;Обувь;05.04.2026;2;4968.09;2484.045;25;7.3;mid;1;0
433;9000434;19.11.2025;iOS;Юг;male;34;1;Дом;Электроника;Детские товары;;0;0.0;0.0;999;7.3;low;1;1
434;9000435;22.09.2024;Android;Урал;male;50;1;Одежда;Спорт;Дом;30.04.2026;4;2715.85;678.9625;0;8.0;mid;0;0
435;9000436;09.10.2022;Android;Сибирь;male;41;1;Одежда;Детские товары;Дом;26.02.2026;3;5931.599999999999;1977.2;63;7.3;high;0;0
436;9000437;14.02.2026;iOS;Поволжье;female;28;0;Товары для животных;Одежда;Электроника;;0;0.0;0.0;999;7.4;high;1;1
437;9000438;28.09.2023;Android;Москва и МО;male;47;1;Одежда;Красота;Спорт;26.10.2025;2;2255.0;1127.5;186;7.1;mid;0;0
438;9000439;02.10.2024;Android;Москва и МО;female;40;1;Обувь;Аксессуары;Аксессуары;24.10.2024;1;1581.0;1581.0;553;7.4;mid;0;0
439;9000440;25.11.2023;iOS;Санкт-Петербург;female;28;1;Обувь;Дом;Одежда;13.08.2025;4;8155.120000000001;2038.78;260;7.4;high;1;0
440;9000441;04.02.2024;iOS;Москва и МО;unknown;38;0;Красота;Обувь;Одежда;20.11.2024;1;2797.2;2797.2;526;7.4;mid;1;0
441;9000442;10.11.2025;iOS;Москва и МО;female;30;1;Одежда;Электроника;Детские товары;;0;0.0;0.0;999;7.2;mid;1;0
442;9000443;30.10.2023;Android;Дальний Восток;female;16;1;Канцелярия;Дом;Красота;06.02.2026;2;634.4100000000001;317.20500000000004;83;8.1;low;0;0
443;9000444;15.07.2023;Android;Москва и МО;female;27;1;Одежда;Красота;Дом;28.04.2026;5;3127.28;625.456;2;8.0;low;1;0
444;9000445;03.11.2025;Android;Санкт-Петербург;female;33;0;Обувь;Электроника;Одежда;05.04.2026;1;8827.31;8827.31;25;8.0;low;1;1
445;9000446;23.12.2023;Android;Поволжье;male;37;1;Одежда;Электроника;Аксессуары;;0;0.0;0.0;999;7.3;low;0;1
446;9000447;26.08.2025;iOS;Сибирь;female;36;0;Красота;Одежда;Обувь;;0;0.0;0.0;999;7.2;low;1;0
447;9000448;17.10.2024;Android;Москва и МО;female;38;1;Одежда;Обувь;Детские товары;08.11.2025;3;1219.28;406.4266666666667;173;7.3;mid;0;1
448;9000449;19.04.2026;Android;Поволжье;unknown;41;0;Красота;Обувь;Красота;;0;0.0;0.0;999;8.0;low;0;0
449;9000450;07.12.2025;Android;Центр;male;25;1;Дом;Одежда;Электроника;;0;0.0;0.0;999;7.2;unknown;0;0
450;9000451;22.06.2023;Android;Москва и МО;female;16;1;Спорт;Красота;Дом;;0;0.0;0.0;999;7.3;high;0;0
451;9000452;27.04.2026;Android;Центр;female;28;1;Канцелярия;Красота;Обувь;;0;0.0;0.0;999;7.3;mid;1;1
452;9000453;27.04.2023;Android;Урал;male;38;1;Одежда;Канцелярия;Спорт;28.06.2025;1;1305.05;1305.05;306;7.4;mid;0;0
453;9000454;25.08.2023;Android;Центр;male;23;1;Электроника;Канцелярия;Аксессуары;;0;0.0;0.0;999;7.3;low;1;0
454;9000455;22.02.2026;iOS;Москва и МО;female;30;1;Дом;Одежда;Одежда;;0;0.0;0.0;999;7.3;high;0;0
455;9000456;20.04.2023;Web;Поволжье;female;39;1;Дом;Одежда;Аксессуары;02.11.2024;1;2316.72;2316.72;544;8.1;mid;0;0
456;9000457;30.09.2023;iOS;Юг;male;44;1;Красота;Дом;Дом;;0;0.0;0.0;999;7.4;low;1;0
457;9000458;07.11.2025;iOS;Москва и МО;female;27;1;Красота;Дом;Одежда;;0;0.0;0.0;999;7.2;mid;1;0
458;9000459;11.05.2023;Web;Поволжье;female;42;1;Товары для животных;Аксессуары;Дом;02.01.2026;3;10273.63;3424.5433333333335;118;8.1;low;1;1
459;9000460;22.01.2025;Android;Дальний Восток;unknown;35;1;Аксессуары;Красота;Аксессуары;;0;0.0;0.0;999;7.3;mid;1;0
460;9000461;27.01.2024;iOS;Поволжье;female;20;1;Красота;Товары для животных;Одежда;;0;0.0;0.0;999;7.3;mid;1;0
461;9000462;03.02.2026;Android;Москва и МО;female;24;1;Спорт;Дом;Одежда;;0;0.0;0.0;999;7.3;mid;1;0
462;9000463;11.09.2025;Android;Урал;male;19;1;Обувь;Дом;Аксессуары;;0;0.0;0.0;999;7.3;low;1;1
463;9000464;11.01.2026;iOS;Центр;female;31;1;Спорт;Одежда;Красота;;0;0.0;0.0;999;8.0;high;0;0
464;9000465;11.10.2023;iOS;Дальний Восток;female;28;1;Детские товары;Электроника;Аксессуары;04.11.2025;3;5316.55;1772.1833333333334;177;7.1;high;0;0
465;9000466;06.10.2022;iOS;Санкт-Петербург;female;51;1;Товары для животных;Одежда;Детские товары;27.11.2025;2;5002.0;2501.0;154;7.4;mid;1;0
466;9000467;08.01.2026;iOS;Урал;unknown;39;0;Электроника;Одежда;Аксессуары;20.02.2026;1;2848.68;2848.68;69;8.0;low;1;0
467;9000468;24.12.2024;Android;Москва и МО;female;31;0;Электроника;Обувь;Дом;;0;0.0;0.0;999;8.0;mid;0;0
468;9000469;29.06.2025;Android;Москва и МО;male;31;0;Детские товары;Красота;Спорт;;0;0.0;0.0;999;7.4;low;1;0
469;9000470;08.07.2023;Android;Сибирь;female;33;1;Дом;Дом;Красота;;0;0.0;0.0;999;8.0;high;1;0
470;9000471;17.09.2025;iOS;Москва и МО;female;18;0;Красота;Аксессуары;Детские товары;;0;0.0;0.0;999;7.3;mid;0;0
471;9000472;02.05.2024;iOS;Поволжье;male;25;1;Красота;Одежда;Электроника;21.12.2025;2;4524.4;2262.2;130;7.4;unknown;0;1
472;9000473;08.01.2024;iOS;Москва и МО;female;24;1;Одежда;Дом;Дом;12.02.2025;1;2132.68;2132.68;442;7.3;mid;1;0
473;9000474;17.03.2025;Web;Санкт-Петербург;female;45;1;Спорт;Красота;Дом;08.02.2026;2;2930.3;1465.15;81;7.2;low;0;0
474;9000475;20.08.2025;iOS;Юг;unknown;34;1;Электроника;Одежда;Товары для животных;;0;0.0;0.0;999;8.1;high;0;1
475;9000476;06.02.2025;Android;Центр;female;36;1;Обувь;Дом;Одежда;25.11.2025;2;7716.959999999999;3858.48;156;8.0;unknown;0;1
476;9000477;09.04.2024;Android;Сибирь;female;38;1;Дом;Одежда;Красота;25.01.2025;1;197.75;197.75;460;8.0;mid;0;1
477;9000478;11.06.2023;iOS;Юг;female;16;1;Красота;Обувь;Одежда;;0;0.0;0.0;999;7.3;low;1;0
478;9000479;02.06.2024;Web;Москва и МО;female;30;1;Дом;Электроника;Товары для животных;;0;0.0;0.0;999;8.0;mid;1;0
479;9000480;20.12.2025;iOS;Санкт-Петербург;male;50;0;Дом;Спорт;Товары для животных;;0;0.0;0.0;999;7.4;mid;0;0
480;9000481;23.02.2023;Android;Москва и МО;female;20;0;Одежда;Дом;Красота;10.01.2025;1;2628.71;2628.71;475;7.4;mid;1;1
481;9000482;14.09.2025;Android;Санкт-Петербург;male;48;1;Одежда;Детские товары;Спорт;;0;0.0;0.0;999;7.4;mid;1;1
482;9000483;16.02.2025;iOS;Урал;male;43;1;Детские товары;Красота;Красота;05.12.2025;1;472.12;472.12;146;8.0;low;1;0
483;9000484;25.06.2025;Android;Центр;female;31;1;Красота;Одежда;Красота;29.04.2026;1;548.24;548.24;1;7.4;mid;1;0
484;9000485;04.03.2023;iOS;Урал;female;20;1;Канцелярия;Электроника;Обувь;05.02.2026;2;2707.84;1353.92;84;7.1;mid;1;0
485;9000486;05.04.2023;iOS;Поволжье;female;17;1;Обувь;Дом;Электроника;25.10.2025;1;8741.44;8741.44;187;7.3;high;1;0
486;9000487;20.10.2022;iOS;Юг;male;30;1;Канцелярия;Детские товары;Электроника;;0;0.0;0.0;999;7.3;low;0;0
487;9000488;23.12.2025;iOS;Москва и МО;female;29;0;Одежда;Одежда;Детские товары;04.04.2026;1;2159.92;2159.92;26;7.3;mid;1;0
488;9000489;04.10.2025;Android;Москва и МО;female;38;1;Детские товары;Канцелярия;Одежда;11.10.2025;1;157.25;157.25;201;8.0;low;1;1
489;9000490;11.07.2023;Android;Москва и МО;female;35;1;Обувь;Электроника;Детские товары;20.10.2025;2;6486.85;3243.425;192;8.1;high;0;0
490;9000491;04.06.2024;Android;Урал;male;28;0;Красота;Дом;Дом;20.03.2025;2;3456.44;1728.22;406;8.1;high;0;0
491;9000492;30.04.2026;Android;Москва и МО;male;16;1;Одежда;Дом;Дом;;0;0.0;0.0;999;7.1;mid;1;1
492;9000493;06.04.2025;iOS;Сибирь;female;31;1;Одежда;Товары для животных;Одежда;28.01.2026;1;1038.45;1038.45;92;7.3;high;1;1
493;9000494;07.02.2025;Android;Центр;female;35;1;Канцелярия;Одежда;Красота;27.02.2026;2;3831.51;1915.755;62;8.1;high;0;0
494;9000495;26.06.2023;Android;Юг;female;19;0;Красота;Аксессуары;Обувь;02.04.2026;4;12685.259999999998;3171.3149999999996;28;8.0;mid;1;1
495;9000496;10.03.2024;Android;Москва и МО;female;27;1;Спорт;Дом;Обувь;01.11.2024;1;2556.84;2556.84;545;8.1;unknown;1;0
496;9000497;03.01.2024;Web;Центр;male;55;0;Обувь;Аксессуары;Товары для животных;19.03.2026;3;11800.57;3933.523333333333;42;7.4;mid;0;0
497;9000498;11.11.2025;Android;Москва и МО;male;37;0;Одежда;Детские товары;Дом;29.03.2026;2;5307.76;2653.88;32;7.3;mid;1;0
498;9000499;14.06.2023;Android;Сибирь;female;28;1;Одежда;Товары для животных;Спорт;24.08.2025;1;1996.29;1996.29;249;7.4;high;1;0
499;9000500;13.08.2024;Android;Москва и МО;male;25;1;Спорт;Обувь;Красота;25.01.2026;2;5156.639999999999;2578.3199999999997;95;8.1;unknown;1;0
500;9000501;29.11.2024;Android;Центр;male;49;0;Обувь;Одежда;Электроника;;0;0.0;0.0;999;8.0;low;1;1
501;9000502;26.10.2025;iOS;Москва и МО;female;35;1;Спорт;Электроника;Одежда;;0;0.0;0.0;999;7.4;high;1;1
502;9000503;24.12.2025;Android;Урал;male;36;1;Одежда;Товары для животных;Аксессуары;;0;0.0;0.0;999;7.4;unknown;0;1
503;9000504;28.11.2025;Android;Москва и МО;female;16;0;Аксессуары;Красота;Обувь;;0;0.0;0.0;999;7.3;high;1;1
504;9000505;13.11.2022;Android;Центр;female;33;1;Аксессуары;Обувь;Дом;19.04.2026;3;5305.4;1768.4666666666665;11;7.4;low;0;0
505;9000506;14.09.2024;iOS;Москва и МО;male;40;1;Товары для животных;Детские товары;Одежда;;0;0.0;0.0;999;7.2;mid;1;0
506;9000507;20.12.2023;Web;Юг;male;34;1;Детские товары;Аксессуары;Красота;21.03.2026;4;3914.96;978.74;40;7.3;high;1;1
507;9000508;06.06.2024;Android;Урал;female;16;0;Аксессуары;Электроника;Красота;13.02.2025;2;1354.6799999999998;677.3399999999999;441;8.1;low;0;0
508;9000509;13.08.2024;Android;Сибирь;female;58;1;Товары для животных;Одежда;Электроника;27.12.2025;2;831.68;415.84;124;7.3;mid;0;0
509;9000510;23.02.2026;Android;Урал;female;34;1;Дом;Красота;Аксессуары;;0;0.0;0.0;999;8.0;high;0;1
510;9000511;06.08.2025;Android;Москва и МО;female;27;1;Дом;Дом;Одежда;;0;0.0;0.0;999;8.0;mid;1;0
511;9000512;27.08.2023;Android;Центр;male;46;1;Канцелярия;Обувь;Аксессуары;28.07.2025;1;4761.6;4761.6;276;7.4;mid;0;1
512;9000513;07.10.2024;Android;Санкт-Петербург;female;21;1;Красота;Электроника;Спорт;29.03.2026;1;3047.75;3047.75;32;8.1;mid;1;1
513;9000514;20.09.2023;iOS;Поволжье;male;47;1;Товары для животных;Аксессуары;Товары для животных;13.09.2024;1;1773.9;1773.9;594;8.1;unknown;1;0
514;9000515;17.09.2024;Android;Юг;male;38;1;Обувь;Дом;Электроника;10.03.2026;3;14129.490000000002;4709.830000000001;51;8.0;mid;1;0
515;9000516;06.10.2025;Android;Москва и МО;female;58;1;Одежда;Дом;Красота;13.03.2026;1;250.5;250.5;48;8.0;low;1;0
516;9000517;22.04.2024;iOS;Урал;female;32;1;Товары для животных;Дом;Канцелярия;;0;0.0;0.0;999;7.3;mid;0;0
517;9000518;24.08.2025;Android;Центр;female;36;1;Дом;Обувь;Аксессуары;;0;0.0;0.0;999;7.3;high;0;0
518;9000519;16.01.2024;Android;Москва и МО;unknown;30;1;Одежда;Красота;Детские товары;04.07.2025;2;712.46;356.23;300;7.2;mid;0;0
519;9000520;05.10.2025;Android;Урал;female;43;1;Красота;Спорт;Одежда;12.04.2026;1;8182.41;8182.41;18;8.0;mid;0;1
520;9000521;17.09.2025;iOS;Москва и МО;male;38;0;Обувь;Дом;Дом;15.03.2026;1;6389.1;6389.1;46;7.4;mid;1;0
521;9000522;06.02.2023;iOS;Юг;female;16;1;Спорт;Красота;Одежда;04.09.2025;2;3163.68;1581.84;238;7.3;low;0;0
522;9000523;26.07.2023;Android;Юг;female;28;1;Обувь;Красота;Товары для животных;18.11.2024;1;2693.99;2693.99;528;7.1;mid;0;0
523;9000524;13.04.2025;Android;Москва и МО;female;41;1;Дом;Спорт;Обувь;;0;0.0;0.0;999;7.1;high;1;0
524;9000525;03.12.2025;Android;Сибирь;female;37;1;Электроника;Красота;Аксессуары;04.04.2026;2;1359.12;679.5600000000001;26;7.4;mid;1;0
525;9000526;10.10.2025;Web;Сибирь;female;47;1;Красота;Одежда;Красота;07.04.2026;1;1690.99;1690.99;23;7.3;low;0;0
526;9000527;22.06.2023;iOS;Москва и МО;male;32;0;Электроника;Детские товары;Красота;24.03.2025;1;1203.57;1203.57;402;7.2;high;1;1
527;9000528;13.08.2024;Android;Сибирь;female;35;1;Детские товары;Спорт;Дом;11.03.2026;5;7599.15;1519.83;50;8.1;mid;0;0
528;9000529;23.03.2023;Android;Сибирь;female;34;1;Товары для животных;Обувь;Красота;30.12.2025;2;2102.34;1051.17;121;7.4;mid;1;1
529;9000530;13.02.2023;Android;Москва и МО;female;35;1;Одежда;Канцелярия;Обувь;13.01.2026;4;10159.27;2539.8175;107;7.1;low;1;0
530;9000531;22.10.2025;Android;Москва и МО;male;21;1;Электроника;Обувь;Красота;01.02.2026;1;141.48;141.48;88;7.2;mid;1;0
531;9000532;02.11.2023;iOS;Москва и МО;female;58;1;Канцелярия;Обувь;Одежда;;0;0.0;0.0;999;7.4;mid;1;1
532;9000533;25.10.2022;Android;Москва и МО;female;37;1;Дом;Дом;Электроника;26.11.2025;2;2240.77;1120.385;155;7.1;mid;1;0
533;9000534;10.06.2025;iOS;Поволжье;male;27;1;Спорт;Одежда;Обувь;25.09.2025;1;721.44;721.44;217;8.1;high;1;0
534;9000535;07.03.2025;iOS;Урал;male;40;1;Спорт;Одежда;Спорт;;0;0.0;0.0;999;7.2;mid;0;0
535;9000536;12.11.2024;Android;Юг;female;24;1;Обувь;Канцелярия;Красота;10.02.2026;2;1573.36;786.68;79;7.3;high;0;0
536;9000537;16.12.2025;Android;Урал;unknown;40;1;Одежда;Электроника;Спорт;;0;0.0;0.0;999;7.3;mid;1;0
537;9000538;07.02.2024;Web;Москва и МО;male;35;0;Дом;Одежда;Электроника;22.01.2026;4;8539.23;2134.8075;98;7.4;low;1;0
538;9000539;28.02.2024;Android;Юг;male;38;1;Аксессуары;Одежда;Дом;07.02.2026;2;919.86;459.93;82;7.1;low;1;1
539;9000540;11.04.2023;Android;Москва и МО;male;32;0;Одежда;Красота;Детские товары;05.03.2025;1;529.23;529.23;421;7.4;high;1;0
540;9000541;12.04.2026;Android;Центр;male;29;1;Аксессуары;Электроника;Дом;;0;0.0;0.0;999;8.0;mid;1;0
541;9000542;28.10.2024;iOS;Центр;female;33;0;Одежда;Электроника;Красота;08.02.2026;1;357.12;357.12;81;7.4;low;0;1
542;9000543;21.04.2024;Android;Центр;male;45;1;Обувь;Одежда;Детские товары;28.11.2024;1;1516.2;1516.2;518;8.0;mid;0;0
543;9000544;11.09.2023;Android;Центр;female;26;1;Одежда;Красота;Одежда;;0;0.0;0.0;999;7.3;low;0;1
544;9000545;31.08.2023;iOS;Урал;male;40;1;Одежда;Аксессуары;Дом;26.02.2026;3;9059.47;3019.8233333333337;63;8.0;unknown;1;0
545;9000546;02.09.2024;Android;Центр;male;34;1;Одежда;Красота;Красота;27.04.2026;3;2963.3199999999997;987.7733333333332;3;7.1;high;0;1
546;9000547;25.06.2025;Android;Москва и МО;male;54;1;Аксессуары;Электроника;Товары для животных;;0;0.0;0.0;999;7.3;high;0;0
547;9000548;06.02.2026;iOS;Урал;male;33;1;Товары для животных;Красота;Красота;;0;0.0;0.0;999;7.4;mid;1;0
548;9000549;26.09.2022;Android;Москва и МО;female;29;1;Аксессуары;Обувь;Дом;18.08.2025;3;13228.16;4409.386666666666;255;8.0;low;1;1
549;9000550;04.03.2026;Android;Москва и МО;female;47;1;Дом;Детские товары;Электроника;;0;0.0;0.0;999;7.3;low;1;1
550;9000551;22.11.2022;Android;Сибирь;male;21;1;Обувь;Красота;Одежда;;0;0.0;0.0;999;7.4;low;0;1
551;9000552;23.08.2023;Android;Урал;female;32;1;Красота;Одежда;Товары для животных;07.01.2025;1;310.04;310.04;478;7.4;unknown;1;1
552;9000553;19.08.2024;Android;Сибирь;female;31;1;Красота;Дом;Одежда;;0;0.0;0.0;999;7.2;mid;1;0
553;9000554;27.03.2026;Android;Москва и МО;male;44;1;Детские товары;Спорт;Аксессуары;;0;0.0;0.0;999;8.1;mid;1;0
554;9000555;26.02.2026;iOS;Юг;male;28;1;Обувь;Спорт;Детские товары;;0;0.0;0.0;999;7.3;high;1;1
555;9000556;29.01.2026;Android;Дальний Восток;male;36;1;Аксессуары;Дом;Электроника;05.04.2026;1;5540.46;5540.46;25;8.0;unknown;1;0
556;9000557;27.04.2023;Android;Санкт-Петербург;female;48;1;Одежда;Дом;Одежда;16.02.2026;1;3003.0;3003.0;73;7.1;high;1;0
557;9000558;19.09.2023;Android;Сибирь;male;49;1;Спорт;Обувь;Аксессуары;06.09.2025;2;7122.6;3561.3;236;8.0;mid;1;1
558;9000559;24.11.2022;Android;Москва и МО;male;27;0;Одежда;Электроника;Красота;16.02.2026;3;5399.780000000001;1799.926666666667;73;8.1;mid;1;0
559;9000560;11.04.2024;Android;Дальний Восток;female;27;1;Дом;Дом;Красота;19.07.2025;1;2127.29;2127.29;285;8.0;high;1;0
560;9000561;20.07.2023;iOS;Санкт-Петербург;female;27;0;Обувь;Электроника;Аксессуары;;0;0.0;0.0;999;8.0;mid;0;0
561;9000562;26.04.2024;iOS;Поволжье;female;25;0;Дом;Спорт;Обувь;03.02.2025;1;7232.4;7232.4;451;7.4;mid;1;0
562;9000563;28.06.2025;iOS;Москва и МО;male;41;0;Красота;Спорт;Электроника;08.10.2025;1;200.64;200.64;204;8.0;mid;1;0
563;9000564;01.12.2025;iOS;Поволжье;female;22;1;Электроника;Обувь;Дом;;0;0.0;0.0;999;8.1;mid;0;0
564;9000565;02.06.2025;iOS;Москва и МО;male;30;1;Красота;Дом;Обувь;29.09.2025;4;7223.67;1805.9175;213;7.2;mid;1;1
565;9000566;04.04.2025;Android;Москва и МО;female;17;1;Одежда;Детские товары;Дом;25.03.2026;1;433.44;433.44;36;8.0;low;1;1
