seller_id;seller_registration_dt;seller_first_sale_dt;seller_main_category;seller_region_cluster;seller_size_bucket;fulfillment_model;seller_manager_region;seller_onboarding_channel;seller_has_logo_flag
100663;09.07.2025;23.07.2025;Дом;Поволжье;small;FBS;north;organic;1
100664;03.07.2024;16.07.2024;Электроника;Поволжье;micro;FBO;north;ads;1
100665;29.10.2024;14.11.2024;Электроника;Центр;micro;mixed;center;ads;1
100666;25.01.2024;26.03.2024;Одежда;Сибирь;micro;FBS;south;referral;0
100667;15.01.2024;14.02.2024;Детские товары;Поволжье;small;FBS;west;partner;1
100668;28.04.2024;31.05.2024;Одежда;Урал;large;FBO;south;organic;1
100669;21.12.2023;14.01.2024;Одежда;Москва и МО;medium;FBO;east;organic;1
100670;12.09.2024;28.10.2024;Обувь;Юг;small;FBO;south;organic;1
100671;12.04.2024;17.04.2024;Одежда;Поволжье;small;FBS;center;organic;1
100672;12.10.2023;10.11.2023;Дом;Юг;small;FBS;north;organic;1
100673;19.09.2023;03.10.2023;Обувь;Санкт-Петербург;micro;FBS;center;organic;1
100674;02.06.2025;18.07.2025;Аксессуары;Москва и МО;medium;FBO;south;offline_event;0
100675;28.10.2024;24.11.2024;Красота;Поволжье;small;FBS;center;organic;1
100676;26.01.2024;14.03.2024;Одежда;Центр;micro;FBS;north;ads;0
100677;05.09.2024;23.09.2024;Одежда;Урал;small;FBS;center;organic;1
100678;14.11.2024;30.11.2024;Канцелярия;Санкт-Петербург;small;FBS;south;referral;0
100679;26.07.2024;19.08.2024;Электроника;Урал;micro;FBS;center;partner;0
100680;11.01.2026;20.01.2026;Электроника;Санкт-Петербург;micro;FBO;east;partner;1
100681;01.10.2023;07.12.2023;Одежда;Центр;small;FBO;north;partner;1
100682;19.06.2024;12.07.2024;Электроника;Москва и МО;micro;FBS;east;organic;0
100683;11.03.2026;14.03.2026;Спорт;Центр;micro;FBO;north;organic;0
100684;27.11.2023;31.12.2023;Одежда;Поволжье;small;FBO;west;partner;0
100685;12.08.2025;25.09.2025;Красота;Урал;micro;mixed;south;organic;1
100686;06.12.2024;11.01.2025;Электроника;Поволжье;small;FBS;center;organic;1
100687;04.05.2025;31.05.2025;Красота;Москва и МО;small;FBS;center;referral;1
100688;23.01.2025;19.02.2025;Товары для животных;Юг;medium;mixed;center;referral;1
100689;11.07.2023;14.07.2023;Дом;Москва и МО;micro;FBO;south;partner;0
100690;07.06.2024;26.06.2024;Красота;Сибирь;small;FBO;west;organic;0
100691;06.08.2023;02.10.2023;Красота;Москва и МО;micro;FBO;center;offline_event;0
100692;09.02.2024;20.03.2024;Одежда;Поволжье;micro;mixed;center;organic;1
100693;27.02.2024;16.03.2024;Одежда;Санкт-Петербург;micro;FBO;center;organic;0
100694;21.10.2024;11.11.2024;Дом;Центр;medium;FBO;center;ads;1
100695;28.02.2025;20.03.2025;Электроника;Юг;micro;FBS;north;ads;1
100696;14.09.2024;28.10.2024;Детские товары;Урал;medium;FBS;west;organic;1
100697;29.05.2025;07.06.2025;Канцелярия;Урал;large;FBS;center;referral;1
100698;17.12.2023;30.12.2023;Спорт;Урал;micro;mixed;center;ads;1
100699;20.02.2025;08.04.2025;Дом;Юг;small;FBO;center;referral;0
100700;07.02.2025;18.02.2025;Дом;Поволжье;medium;mixed;south;ads;1
100701;26.03.2025;05.04.2025;Красота;Москва и МО;micro;mixed;west;organic;1
100702;18.09.2025;13.11.2025;Красота;Москва и МО;micro;FBO;center;organic;0
100703;11.10.2025;24.10.2025;Красота;Сибирь;small;FBO;south;ads;1
100704;05.09.2023;04.11.2023;Дом;Москва и МО;micro;FBS;north;organic;1
100705;10.07.2025;05.08.2025;Электроника;Дальний Восток;small;FBO;north;organic;1
100706;31.12.2023;26.01.2024;Обувь;Сибирь;micro;FBO;north;partner;1
100707;01.11.2024;29.11.2024;Дом;Дальний Восток;large;FBO;center;ads;0
100708;13.09.2024;27.09.2024;Красота;Санкт-Петербург;small;mixed;south;organic;0
100709;03.09.2023;30.09.2023;Детские товары;Москва и МО;micro;FBS;south;offline_event;1
100710;26.11.2023;15.02.2024;Аксессуары;Центр;micro;FBS;north;organic;1
100711;01.07.2025;26.07.2025;Спорт;Москва и МО;micro;FBO;north;organic;1
100712;05.10.2024;10.11.2024;Обувь;Москва и МО;small;FBS;west;referral;0
100713;20.11.2024;04.12.2024;Аксессуары;Урал;micro;FBS;east;ads;1
100714;16.10.2024;28.10.2024;Детские товары;Москва и МО;micro;FBS;center;organic;1
100715;11.04.2025;22.05.2025;Одежда;Урал;small;FBS;center;ads;1
100716;19.09.2024;05.11.2024;Красота;Урал;micro;mixed;east;offline_event;1
100717;21.06.2025;28.07.2025;Электроника;Юг;micro;mixed;north;organic;1
100718;25.09.2025;20.10.2025;Электроника;Санкт-Петербург;medium;FBO;east;organic;1
100719;27.04.2025;21.05.2025;Дом;Москва и МО;micro;mixed;east;referral;1
100720;14.08.2025;02.09.2025;Дом;Поволжье;medium;FBS;center;referral;1
100721;01.10.2024;29.11.2024;Одежда;Центр;small;FBO;south;referral;0
100722;06.09.2023;02.10.2023;Дом;Юг;small;FBS;center;organic;1
100723;15.04.2024;19.04.2024;Красота;Центр;micro;FBO;south;offline_event;1
100724;22.02.2025;15.03.2025;Аксессуары;Центр;micro;FBS;east;partner;1
100725;12.04.2024;31.05.2024;Обувь;Сибирь;micro;FBO;center;organic;1
100726;04.06.2025;16.07.2025;Канцелярия;Москва и МО;medium;mixed;north;partner;0
100727;11.07.2025;04.08.2025;Красота;Юг;micro;FBO;center;organic;1
100728;25.11.2023;09.01.2024;Электроника;Юг;micro;FBS;center;ads;1
100729;23.06.2024;06.08.2024;Одежда;Москва и МО;micro;FBS;north;ads;1
100730;13.09.2024;19.11.2024;Товары для животных;Сибирь;large;FBS;south;referral;1
100731;05.03.2026;;Обувь;Санкт-Петербург;medium;FBO;east;offline_event;1
100732;16.10.2025;22.10.2025;Обувь;Москва и МО;micro;FBO;west;organic;1
100733;16.01.2026;01.02.2026;Детские товары;Поволжье;small;FBS;center;ads;1
100734;08.01.2025;16.01.2025;Электроника;Поволжье;micro;mixed;north;referral;1
100735;11.11.2025;22.11.2025;Детские товары;Москва и МО;micro;FBO;east;partner;0
100736;23.08.2024;21.09.2024;Красота;Москва и МО;micro;FBO;center;organic;1
100737;25.10.2025;21.11.2025;Электроника;Дальний Восток;small;FBS;south;ads;1
100738;24.04.2024;20.05.2024;Одежда;Центр;small;FBO;east;offline_event;0
100739;09.06.2024;26.06.2024;Канцелярия;Урал;small;FBS;north;ads;1
100740;09.08.2023;31.08.2023;Детские товары;Сибирь;micro;FBS;center;offline_event;0
100741;19.10.2024;02.11.2024;Спорт;Москва и МО;micro;FBO;center;organic;1
100742;18.07.2024;15.08.2024;Обувь;Центр;large;FBO;north;partner;0
100743;16.01.2024;19.02.2024;Аксессуары;Москва и МО;micro;FBO;center;ads;0
100744;31.12.2023;18.01.2024;Одежда;Санкт-Петербург;micro;mixed;center;partner;1
100745;22.04.2025;01.06.2025;Красота;Дальний Восток;small;FBO;east;referral;1
100746;21.09.2024;07.12.2024;Электроника;Центр;micro;FBO;south;referral;1
100747;03.12.2024;01.01.2025;Электроника;Дальний Восток;small;FBS;center;organic;0
100748;09.11.2025;25.11.2025;Красота;Урал;medium;FBS;east;offline_event;1
100749;30.08.2024;22.09.2024;Одежда;Юг;micro;FBS;south;organic;1
100750;26.08.2025;17.09.2025;Детские товары;Урал;micro;FBO;center;organic;0
100751;18.08.2023;31.08.2023;Одежда;Москва и МО;small;FBO;center;ads;0
100752;04.12.2025;01.01.2026;Красота;Поволжье;small;FBS;west;organic;1
100753;23.07.2024;16.09.2024;Красота;Центр;medium;FBO;south;ads;1
100754;05.05.2024;04.06.2024;Аксессуары;Урал;small;FBS;east;referral;1
100755;04.03.2026;18.04.2026;Товары для животных;Санкт-Петербург;large;FBS;south;ads;1
100756;06.07.2025;28.08.2025;Одежда;Центр;micro;FBO;west;offline_event;1
100757;05.08.2025;14.09.2025;Обувь;Юг;small;FBS;center;ads;0
100758;20.09.2024;26.09.2024;Одежда;Центр;small;FBO;south;ads;1
100759;03.07.2025;07.07.2025;Обувь;Москва и МО;micro;mixed;center;ads;0
100760;17.11.2025;22.11.2025;Канцелярия;Дальний Восток;small;mixed;west;partner;0
100761;14.01.2025;31.01.2025;Красота;Санкт-Петербург;micro;mixed;north;partner;1
100762;03.05.2025;10.05.2025;Спорт;Москва и МО;small;FBO;south;organic;0
100763;14.04.2025;30.04.2025;Товары для животных;Поволжье;small;FBO;center;organic;0
100764;24.08.2025;18.09.2025;Спорт;Санкт-Петербург;micro;FBO;east;ads;1
100765;27.04.2025;14.05.2025;Обувь;Центр;micro;FBO;center;partner;1
100766;15.10.2023;29.10.2023;Электроника;Москва и МО;micro;FBO;east;partner;1
100767;08.06.2024;16.07.2024;Канцелярия;Урал;large;FBS;south;referral;1
100768;21.09.2023;20.10.2023;Аксессуары;Санкт-Петербург;micro;FBS;west;partner;1
100769;15.05.2025;27.05.2025;Дом;Москва и МО;small;FBO;center;organic;1
100770;23.01.2025;02.03.2025;Товары для животных;Центр;micro;FBO;north;organic;1
100771;25.10.2024;20.02.2025;Детские товары;Юг;small;FBS;center;offline_event;1
100772;28.10.2023;18.11.2023;Электроника;Сибирь;micro;FBO;center;referral;1
100773;01.02.2026;12.02.2026;Красота;Москва и МО;small;FBO;center;partner;0
100774;30.01.2025;02.03.2025;Красота;Центр;small;FBO;west;ads;0
100775;04.03.2024;07.05.2024;Аксессуары;Юг;micro;FBS;north;ads;1
100776;14.05.2025;30.05.2025;Электроника;Урал;micro;FBO;center;organic;1
100777;13.11.2024;06.12.2024;Дом;Санкт-Петербург;small;FBS;south;organic;0
100778;05.04.2024;28.04.2024;Одежда;Юг;micro;FBS;west;ads;1
100779;27.01.2024;12.02.2024;Аксессуары;Урал;medium;mixed;west;offline_event;1
100780;14.01.2024;08.02.2024;Одежда;Урал;micro;FBS;east;organic;1
100781;26.05.2025;09.06.2025;Электроника;Сибирь;micro;FBO;east;offline_event;0
100782;12.02.2025;16.03.2025;Красота;Санкт-Петербург;small;FBO;center;partner;1
100783;30.03.2024;05.04.2024;Одежда;Москва и МО;micro;FBO;south;organic;1
100784;22.09.2023;22.10.2023;Товары для животных;Центр;large;FBO;west;ads;0
100785;29.12.2023;15.01.2024;Обувь;Урал;micro;FBO;center;organic;1
100786;01.09.2023;29.09.2023;Красота;Санкт-Петербург;micro;FBO;south;partner;0
100787;05.07.2023;28.07.2023;Красота;Сибирь;micro;FBS;west;organic;1
100788;27.02.2025;21.03.2025;Аксессуары;Сибирь;small;mixed;south;referral;1
100789;27.08.2025;08.09.2025;Одежда;Москва и МО;micro;mixed;west;organic;1
100790;27.01.2026;23.02.2026;Товары для животных;Урал;micro;FBS;west;referral;1
100791;12.01.2026;31.01.2026;Красота;Поволжье;micro;FBO;center;organic;1
100792;15.02.2024;07.04.2024;Красота;Москва и МО;large;FBS;south;referral;0
100793;11.11.2023;26.01.2024;Электроника;Москва и МО;small;FBS;center;organic;0
100794;06.09.2025;28.09.2025;Одежда;Сибирь;medium;FBO;south;organic;1
100795;21.09.2023;28.09.2023;Одежда;Урал;micro;FBO;center;ads;0
100796;09.02.2026;03.03.2026;Детские товары;Поволжье;small;FBO;center;partner;1
100797;25.06.2024;06.08.2024;Дом;Урал;micro;mixed;north;organic;1
100798;07.09.2025;21.09.2025;Одежда;Москва и МО;small;FBO;center;organic;0
100799;23.01.2024;10.03.2024;Спорт;Санкт-Петербург;medium;mixed;center;partner;0
100800;12.01.2026;25.01.2026;Аксессуары;Москва и МО;small;FBO;east;referral;1
100801;03.02.2025;28.02.2025;Одежда;Поволжье;large;FBS;east;organic;1
100802;06.01.2026;01.02.2026;Красота;Москва и МО;small;FBS;south;referral;1
100803;02.11.2025;03.12.2025;Красота;Дальний Восток;medium;FBS;center;offline_event;1
100804;17.06.2025;12.07.2025;Дом;Дальний Восток;micro;FBS;west;referral;1
100805;06.05.2024;10.06.2024;Одежда;Санкт-Петербург;medium;FBO;north;offline_event;1
100806;01.05.2024;21.06.2024;Детские товары;Москва и МО;micro;FBO;west;partner;1
100807;09.01.2026;16.01.2026;Красота;Москва и МО;small;FBS;south;organic;1
100808;12.11.2023;19.11.2023;Канцелярия;Москва и МО;micro;FBS;east;referral;1
100809;02.10.2025;11.11.2025;Дом;Москва и МО;micro;FBO;west;referral;1
100810;09.07.2024;12.07.2024;Одежда;Юг;medium;FBO;center;organic;1
100811;21.02.2025;23.04.2025;Красота;Юг;small;FBS;center;ads;1
100812;05.07.2025;30.07.2025;Электроника;Москва и МО;small;FBO;north;organic;1
100813;08.10.2023;07.12.2023;Красота;Юг;small;FBO;south;partner;0
100814;11.02.2025;05.03.2025;Дом;Урал;micro;mixed;east;partner;0
100815;26.09.2023;15.10.2023;Канцелярия;Юг;micro;FBS;south;ads;1
100816;20.09.2023;07.11.2023;Спорт;Юг;medium;FBO;west;organic;1
100817;24.11.2025;23.12.2025;Детские товары;Москва и МО;small;FBS;west;partner;1
100818;07.07.2023;17.07.2023;Электроника;Юг;medium;FBO;center;organic;1
100819;06.02.2024;18.04.2024;Обувь;Санкт-Петербург;large;mixed;west;organic;1
100820;09.11.2023;06.12.2023;Электроника;Поволжье;medium;FBS;center;organic;1
100821;01.07.2025;19.07.2025;Детские товары;Поволжье;micro;mixed;west;organic;1
100822;15.06.2025;09.07.2025;Обувь;Москва и МО;small;FBS;center;offline_event;1
100823;09.12.2023;01.01.2024;Канцелярия;Урал;small;FBS;east;ads;1
100824;04.01.2024;05.02.2024;Одежда;Юг;micro;FBO;east;referral;1
100825;20.10.2023;28.10.2023;Товары для животных;Москва и МО;small;FBO;center;organic;1
100826;21.08.2023;12.09.2023;Одежда;Урал;small;FBO;center;organic;0
100827;10.05.2025;08.06.2025;Дом;Москва и МО;small;mixed;south;partner;1
100828;20.10.2025;11.11.2025;Обувь;Москва и МО;small;FBO;south;referral;1
100829;09.08.2023;25.08.2023;Дом;Поволжье;micro;FBO;south;offline_event;0
100830;28.09.2025;11.10.2025;Одежда;Поволжье;small;mixed;west;organic;0
100831;11.08.2025;28.10.2025;Дом;Юг;micro;FBS;west;organic;1
100832;29.01.2026;01.03.2026;Детские товары;Москва и МО;micro;FBO;north;ads;1
100833;15.07.2024;27.09.2024;Одежда;Москва и МО;small;FBO;south;referral;1
100834;15.12.2023;19.12.2023;Аксессуары;Сибирь;small;mixed;center;ads;0
100835;15.01.2026;24.02.2026;Товары для животных;Урал;micro;FBO;west;ads;0
100836;27.11.2023;11.12.2023;Обувь;Юг;micro;FBS;center;organic;1
100837;26.11.2024;10.01.2025;Одежда;Поволжье;small;FBS;center;ads;1
100838;06.05.2024;04.06.2024;Канцелярия;Санкт-Петербург;medium;FBS;east;partner;0
100839;05.09.2023;29.09.2023;Дом;Санкт-Петербург;micro;FBO;east;referral;1
100840;20.09.2025;06.11.2025;Одежда;Санкт-Петербург;medium;mixed;east;ads;1
100841;02.07.2024;12.08.2024;Красота;Поволжье;medium;FBS;center;partner;0
100842;03.11.2025;15.12.2025;Обувь;Москва и МО;small;FBS;center;partner;1
100843;01.11.2023;28.11.2023;Товары для животных;Центр;micro;mixed;east;referral;1
100844;27.08.2025;03.10.2025;Спорт;Центр;micro;FBS;west;offline_event;1
100845;10.11.2025;23.12.2025;Канцелярия;Урал;micro;FBO;east;partner;1
100846;06.01.2025;18.01.2025;Обувь;Центр;medium;FBS;center;ads;1
100847;27.12.2025;09.01.2026;Одежда;Юг;small;FBO;south;organic;1
100848;28.01.2025;27.02.2025;Одежда;Дальний Восток;small;FBO;south;partner;1
100849;03.12.2024;02.01.2025;Дом;Центр;small;mixed;center;partner;1
100850;06.07.2025;29.07.2025;Красота;Дальний Восток;medium;FBO;center;offline_event;1
100851;27.07.2023;12.09.2023;Аксессуары;Москва и МО;large;mixed;east;organic;0
100852;16.11.2024;11.12.2024;Спорт;Юг;small;FBO;east;organic;1
100853;31.03.2025;16.04.2025;Дом;Поволжье;medium;FBO;east;organic;0
100854;27.07.2025;02.09.2025;Обувь;Юг;micro;FBO;east;organic;1
100855;24.01.2024;26.02.2024;Детские товары;Поволжье;small;mixed;east;ads;1
100856;07.05.2025;29.05.2025;Аксессуары;Юг;small;FBO;east;offline_event;0
100857;19.11.2024;31.12.2024;Обувь;Москва и МО;medium;FBS;center;organic;1
100858;09.08.2025;30.08.2025;Одежда;Центр;small;FBO;south;organic;1
100859;17.10.2025;28.12.2025;Аксессуары;Санкт-Петербург;micro;FBO;north;organic;0
100860;07.11.2023;22.11.2023;Электроника;Москва и МО;small;FBO;west;partner;1
100861;05.05.2024;31.05.2024;Детские товары;Урал;micro;FBO;west;organic;1
100862;24.03.2024;02.04.2024;Красота;Центр;micro;FBS;center;offline_event;0
100863;25.02.2026;02.03.2026;Обувь;Москва и МО;micro;FBO;north;referral;1
100864;18.10.2023;29.10.2023;Одежда;Москва и МО;micro;FBO;south;ads;0
100865;22.05.2025;12.07.2025;Одежда;Поволжье;medium;FBS;south;organic;1
100866;06.07.2024;07.10.2024;Одежда;Поволжье;medium;FBO;north;referral;0
100867;20.11.2025;28.11.2025;Красота;Юг;small;FBS;north;organic;1
100868;27.11.2024;13.12.2024;Одежда;Москва и МО;small;FBS;east;organic;0
100869;05.07.2025;15.09.2025;Дом;Москва и МО;micro;FBS;center;referral;0
100870;28.08.2025;22.09.2025;Дом;Дальний Восток;small;FBO;center;organic;1
100871;24.05.2025;28.06.2025;Электроника;Санкт-Петербург;small;FBS;east;organic;1
100872;30.07.2023;19.08.2023;Красота;Урал;small;mixed;south;organic;1
100873;03.08.2024;05.10.2024;Дом;Центр;small;FBS;east;partner;1
100874;14.11.2023;24.11.2023;Обувь;Поволжье;large;FBO;north;ads;1
100875;17.07.2025;22.08.2025;Обувь;Москва и МО;medium;FBS;north;organic;1
100876;20.08.2024;25.09.2024;Товары для животных;Сибирь;micro;mixed;north;partner;1
100877;14.09.2024;26.09.2024;Обувь;Сибирь;large;mixed;west;organic;1
100878;17.02.2025;14.03.2025;Обувь;Москва и МО;micro;FBS;center;referral;1
100879;12.06.2024;19.07.2024;Обувь;Центр;small;mixed;center;offline_event;0
100880;21.12.2023;27.12.2023;Детские товары;Поволжье;micro;mixed;south;partner;1
100881;05.02.2024;25.03.2024;Одежда;Юг;medium;mixed;south;partner;0
100882;07.08.2025;18.09.2025;Одежда;Центр;small;FBS;north;organic;1
100883;18.03.2025;02.04.2025;Товары для животных;Сибирь;small;FBS;north;referral;1
100884;29.07.2025;20.08.2025;Одежда;Сибирь;micro;FBO;south;ads;1
100885;24.07.2023;01.08.2023;Детские товары;Санкт-Петербург;medium;mixed;north;organic;1
100886;14.08.2024;18.08.2024;Аксессуары;Центр;medium;FBO;north;referral;1
100887;04.07.2024;05.09.2024;Одежда;Центр;medium;FBS;center;partner;1
100888;08.03.2024;24.03.2024;Одежда;Поволжье;micro;FBO;east;organic;1
100889;26.11.2025;04.02.2026;Одежда;Москва и МО;small;FBO;north;organic;1
100890;14.10.2023;26.11.2023;Одежда;Центр;micro;FBS;south;referral;1
100891;18.02.2024;15.03.2024;Аксессуары;Дальний Восток;large;mixed;west;ads;1
100892;04.08.2025;07.09.2025;Красота;Урал;small;mixed;center;referral;1
100893;02.07.2024;20.08.2024;Дом;Юг;micro;mixed;west;organic;1
100894;04.08.2024;29.08.2024;Красота;Урал;medium;mixed;west;referral;1
100895;21.08.2023;21.09.2023;Дом;Поволжье;micro;mixed;west;organic;1
100896;19.06.2025;10.07.2025;Дом;Центр;micro;mixed;north;organic;0
100897;29.10.2024;12.11.2024;Электроника;Москва и МО;medium;FBO;north;organic;1
100898;28.12.2024;20.01.2025;Красота;Поволжье;small;FBS;center;partner;0
100899;05.03.2026;08.04.2026;Электроника;Дальний Восток;small;mixed;center;partner;1
100900;13.12.2025;26.01.2026;Товары для животных;Поволжье;micro;mixed;center;organic;1
100901;15.01.2025;24.01.2025;Аксессуары;Поволжье;micro;mixed;south;organic;1
100902;01.03.2026;14.04.2026;Детские товары;Москва и МО;small;FBO;center;organic;1
100903;06.09.2023;04.10.2023;Дом;Москва и МО;micro;mixed;north;partner;1
100904;08.01.2025;20.01.2025;Дом;Санкт-Петербург;small;FBO;south;ads;0
100905;04.11.2025;23.11.2025;Дом;Сибирь;small;FBO;west;ads;1
100906;26.09.2023;03.11.2023;Красота;Санкт-Петербург;micro;FBS;north;organic;0
100907;10.04.2025;21.04.2025;Красота;Юг;small;FBO;south;ads;1
100908;20.02.2026;;Детские товары;Москва и МО;micro;FBS;south;ads;1
100909;21.02.2025;19.03.2025;Электроника;Урал;small;FBS;west;organic;1
100910;04.03.2026;11.04.2026;Товары для животных;Центр;micro;mixed;center;ads;0
100911;31.08.2025;06.09.2025;Одежда;Центр;micro;FBO;north;referral;0
100912;25.07.2024;05.09.2024;Детские товары;Юг;micro;mixed;west;organic;1
100913;15.08.2023;16.08.2023;Дом;Москва и МО;micro;FBO;south;organic;1
100914;23.08.2025;29.09.2025;Электроника;Юг;small;FBS;east;partner;1
100915;28.05.2025;08.06.2025;Одежда;Москва и МО;micro;FBO;west;partner;0
100916;19.12.2023;24.12.2023;Дом;Москва и МО;micro;FBO;west;ads;0
100917;24.01.2024;06.02.2024;Аксессуары;Урал;small;FBS;center;organic;0
100918;12.05.2025;02.06.2025;Красота;Юг;micro;FBO;south;ads;1
100919;14.01.2025;25.01.2025;Аксессуары;Санкт-Петербург;micro;FBS;center;ads;0
100920;24.05.2025;27.05.2025;Красота;Урал;medium;FBS;center;referral;1
100921;03.01.2025;09.02.2025;Красота;Поволжье;micro;FBO;south;partner;1
100922;25.12.2025;16.01.2026;Красота;Центр;small;FBO;east;referral;1
100923;10.12.2024;23.01.2025;Спорт;Поволжье;large;FBO;center;partner;1
100924;10.05.2024;03.06.2024;Детские товары;Москва и МО;micro;FBS;north;ads;1
100925;24.02.2026;22.03.2026;Дом;Санкт-Петербург;micro;mixed;south;ads;1
100926;10.10.2023;22.10.2023;Товары для животных;Урал;small;FBO;north;organic;1
100927;07.04.2025;23.04.2025;Дом;Центр;medium;FBO;east;ads;1
100928;19.08.2024;02.09.2024;Красота;Юг;micro;mixed;west;partner;1
100929;05.06.2024;16.06.2024;Обувь;Центр;medium;FBO;north;referral;0
100930;23.08.2024;02.09.2024;Дом;Поволжье;large;FBO;north;organic;1
100931;21.03.2024;22.04.2024;Дом;Юг;medium;FBO;east;organic;1
100932;14.04.2024;04.07.2024;Электроника;Центр;micro;FBS;north;offline_event;0
100933;14.08.2023;08.10.2023;Дом;Сибирь;small;FBO;south;ads;1
100934;01.10.2025;29.12.2025;Канцелярия;Поволжье;micro;FBS;east;ads;1
100935;21.10.2024;20.11.2024;Аксессуары;Урал;micro;FBO;south;partner;1
100936;22.01.2025;23.04.2025;Спорт;Москва и МО;small;FBO;south;offline_event;1
100937;25.08.2025;07.09.2025;Одежда;Дальний Восток;micro;FBO;west;referral;0
100938;29.05.2024;10.08.2024;Обувь;Дальний Восток;small;FBO;center;organic;1
100939;13.07.2025;22.08.2025;Аксессуары;Москва и МО;micro;mixed;west;organic;1
100940;14.06.2025;25.07.2025;Товары для животных;Санкт-Петербург;small;FBO;north;organic;1
100941;28.08.2025;23.09.2025;Детские товары;Сибирь;small;FBS;north;offline_event;0
100942;22.04.2025;03.05.2025;Обувь;Санкт-Петербург;micro;FBO;center;organic;1
100943;16.08.2024;13.09.2024;Электроника;Юг;micro;FBS;south;organic;0
100944;10.03.2026;;Дом;Сибирь;micro;FBS;north;partner;0
100945;10.12.2023;04.01.2024;Дом;Дальний Восток;micro;FBS;north;partner;1
100946;01.05.2024;14.05.2024;Канцелярия;Юг;small;mixed;east;partner;1
100947;13.03.2026;;Обувь;Санкт-Петербург;micro;FBS;center;organic;1
100948;24.08.2023;18.09.2023;Дом;Центр;micro;FBO;south;organic;1
100949;21.04.2024;12.05.2024;Одежда;Поволжье;micro;mixed;east;organic;1
100950;26.01.2026;01.03.2026;Канцелярия;Москва и МО;small;FBS;center;organic;1
100951;31.05.2024;07.06.2024;Дом;Москва и МО;small;FBS;center;organic;1
100952;18.05.2024;03.06.2024;Детские товары;Урал;micro;FBO;east;organic;1
100953;08.01.2026;17.01.2026;Товары для животных;Сибирь;medium;FBO;north;organic;0
100954;15.10.2025;27.10.2025;Одежда;Поволжье;micro;FBO;center;organic;1
100955;21.02.2026;05.04.2026;Обувь;Москва и МО;small;mixed;south;partner;1
100956;17.05.2025;12.07.2025;Одежда;Сибирь;small;FBS;south;organic;0
100957;01.05.2024;25.05.2024;Красота;Сибирь;micro;FBS;north;organic;1
100958;02.11.2024;05.12.2024;Канцелярия;Санкт-Петербург;micro;FBS;north;offline_event;0
100959;17.11.2025;06.12.2025;Электроника;Урал;small;FBS;west;ads;1
100960;01.03.2026;25.04.2026;Аксессуары;Санкт-Петербург;large;FBO;north;organic;0
100961;27.08.2025;30.09.2025;Красота;Юг;small;FBO;west;organic;1
100962;16.06.2025;23.07.2025;Одежда;Москва и МО;small;FBS;north;organic;1
100963;06.01.2025;21.01.2025;Электроника;Сибирь;small;FBS;north;organic;0
100964;19.09.2025;17.10.2025;Канцелярия;Москва и МО;micro;FBO;west;offline_event;1
100965;23.12.2024;29.12.2024;Обувь;Юг;micro;FBS;east;referral;0
100966;03.12.2025;27.12.2025;Обувь;Поволжье;micro;FBS;east;organic;1
100967;22.04.2024;10.06.2024;Одежда;Москва и МО;medium;FBS;center;partner;1
100968;31.12.2023;11.01.2024;Электроника;Юг;medium;FBO;east;organic;1
100969;20.01.2024;23.01.2024;Электроника;Москва и МО;micro;FBS;east;offline_event;0
100970;10.09.2023;25.09.2023;Обувь;Урал;small;FBO;north;organic;1
100971;29.10.2025;18.11.2025;Канцелярия;Юг;micro;FBO;east;referral;0
100972;24.01.2025;01.02.2025;Одежда;Юг;micro;FBS;north;referral;1
100973;20.02.2024;12.04.2024;Дом;Сибирь;micro;mixed;north;referral;1
100974;28.09.2025;04.10.2025;Канцелярия;Центр;micro;FBO;east;organic;1
100975;19.04.2025;09.06.2025;Одежда;Москва и МО;small;FBO;east;organic;1
100976;31.10.2023;22.11.2023;Аксессуары;Сибирь;micro;FBO;east;organic;1
100977;08.07.2023;09.08.2023;Дом;Дальний Восток;micro;FBO;center;offline_event;1
100978;04.01.2026;21.01.2026;Одежда;Дальний Восток;micro;FBS;center;referral;1
100979;13.12.2023;27.12.2023;Товары для животных;Поволжье;large;mixed;center;partner;1
100980;18.10.2025;22.01.2026;Детские товары;Центр;micro;FBO;south;organic;1
100981;04.09.2025;06.09.2025;Детские товары;Сибирь;micro;FBO;center;organic;0
100982;04.10.2025;19.10.2025;Одежда;Юг;large;FBO;north;ads;1
100983;30.12.2023;12.01.2024;Электроника;Центр;micro;mixed;center;organic;0
100984;12.09.2025;18.10.2025;Одежда;Москва и МО;micro;FBO;south;partner;1
100985;23.02.2026;11.04.2026;Товары для животных;Сибирь;medium;FBO;north;partner;0
100986;20.05.2024;12.06.2024;Канцелярия;Поволжье;micro;FBO;center;ads;1
100987;22.10.2024;08.11.2024;Одежда;Центр;medium;FBS;south;referral;1
100988;04.04.2024;16.04.2024;Обувь;Поволжье;micro;FBS;east;organic;1
100989;04.10.2025;03.11.2025;Дом;Москва и МО;small;mixed;center;organic;1
100990;19.11.2024;19.01.2025;Одежда;Юг;small;mixed;east;organic;1
100991;07.12.2023;22.02.2024;Красота;Москва и МО;micro;FBO;center;organic;1
100992;16.01.2026;20.01.2026;Электроника;Сибирь;micro;FBS;center;partner;0
100993;27.06.2024;19.08.2024;Детские товары;Юг;micro;FBS;east;partner;0
100994;25.03.2024;19.04.2024;Одежда;Москва и МО;micro;FBS;center;organic;0
