Column1;dt;sku_id;seller_id;category_main;price_today;discount_share;organic_impressions;organic_clicks;product_page_views;add_to_cart;organic_orders;organic_gmv;orders_total;gmv_total;margin_total;stock_units_end;stockout_flag;regional_availability_score;page_load_ms;search_result_position_avg;support_mentions_cnt
398;11.01.2026;5124963;102926;Одежда;515.79;0.479;2;0;1;0;0;0.0;0;0.0;0.0;227;0;0.248;742;60.5;0
399;12.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.346;687;48.4;0
400;13.01.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.233;597;41.7;0
401;14.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.279;291;44.9;0
402;15.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.232;941;27.4;0
403;16.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.18;294;88.8;0
404;17.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.317;523;33.8;1
405;18.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.151;1137;18.4;0
406;19.01.2026;5124963;102926;Одежда;515.79;0.479;2;0;0;0;0;0.0;0;0.0;0.0;227;0;0.302;732;26.6;0
407;20.01.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.215;625;43.7;0
408;21.01.2026;5124963;102926;Одежда;515.79;0.479;3;0;0;0;0;0.0;0;0.0;0.0;227;0;0.199;624;8.2;0
409;22.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.224;664;51.8;0
410;23.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.178;952;28.2;0
411;24.01.2026;5124963;102926;Одежда;515.79;0.479;2;0;1;0;0;0.0;0;0.0;0.0;227;0;0.277;493;3.7;0
412;25.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.359;779;56.0;0
413;26.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.304;817;59.9;0
414;27.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.309;771;52.3;0
415;28.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.243;857;2.2;0
416;29.01.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.249;954;41.7;0
417;30.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.275;1176;33.2;0
418;31.01.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.117;581;35.9;1
419;01.02.2026;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.264;687;9.2;0
420;02.02.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.246;793;33.1;0
421;03.02.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.108;1301;45.7;0
422;04.02.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.263;927;40.6;0
423;05.02.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.229;759;79.9;0
424;06.02.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.278;903;21.7;0
425;07.02.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.207;896;34.4;0
426;08.02.2026;5124963;102926;Одежда;515.79;0.479;2;0;0;0;0;0.0;0;0.0;0.0;227;0;0.353;1018;29.8;0
427;09.02.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.17;1096;45.3;0
428;10.02.2026;5124963;102926;Одежда;515.79;0.479;3;0;1;0;0;0.0;0;0.0;0.0;227;0;0.265;459;59.8;0
429;11.02.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.144;996;28.9;0
430;12.02.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.353;482;21.3;0
431;13.02.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.295;655;30.5;0
432;14.02.2026;5124963;102926;Одежда;515.79;0.479;1;1;1;0;0;0.0;0;0.0;0.0;227;0;0.351;802;42.5;0
433;15.02.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.352;642;31.9;0
434;16.02.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.222;1125;73.1;0
435;17.02.2026;5124963;102926;Одежда;515.79;0.479;1;1;1;0;0;0.0;0;0.0;0.0;227;0;0.238;768;87.8;0
436;18.02.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.218;856;40.6;0
437;19.02.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.231;913;41.7;0
438;20.02.2026;5124963;102926;Одежда;515.79;0.479;2;0;0;0;0;0.0;0;0.0;0.0;227;0;0.312;737;64.0;0
439;21.02.2026;5124963;102926;Одежда;515.79;0.479;2;0;1;0;0;0.0;0;0.0;0.0;227;0;0.232;600;61.6;0
440;22.02.2026;5124963;102926;Одежда;515.79;0.479;2;0;0;0;0;0.0;0;0.0;0.0;227;0;0.259;1177;26.0;0
441;23.02.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.347;966;41.0;0
442;24.02.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.295;799;38.4;0
443;25.02.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.282;976;6.0;0
444;26.02.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.198;961;1.0;0
445;27.02.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.281;1042;21.6;0
446;28.02.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.315;1025;41.4;0
447;01.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.253;1038;9.5;0
448;02.03.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.213;914;6.9;0
449;03.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.28;1113;47.3;0
450;04.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.31;1163;46.9;0
451;05.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.323;641;1.0;0
452;06.03.2026;5124963;102926;Одежда;515.79;0.479;2;0;1;0;0;0.0;0;0.0;0.0;227;0;0.318;790;47.3;0
453;07.03.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.31;866;1.0;0
454;08.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.227;980;50.1;0
455;09.03.2026;5124963;102926;Одежда;515.79;0.479;2;0;1;0;0;0.0;0;0.0;0.0;227;0;0.195;663;20.1;0
456;10.03.2026;5124963;102926;Одежда;515.79;0.479;2;0;0;0;0;0.0;0;0.0;0.0;227;0;0.289;886;58.2;0
457;11.03.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.177;1261;31.6;0
458;12.03.2026;5124963;102926;Одежда;515.79;0.479;3;0;1;0;0;0.0;0;0.0;0.0;227;0;0.178;1086;29.6;0
459;13.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.328;1105;66.2;0
460;14.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.2;1129;68.0;0
461;15.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.27;652;25.2;0
462;16.03.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.209;812;24.3;0
463;17.03.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.252;440;37.7;1
464;18.03.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.124;944;66.8;0
465;19.03.2026;5124963;102926;Одежда;515.79;0.479;2;0;1;0;0;0.0;0;0.0;0.0;227;0;0.208;674;34.7;0
466;20.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.268;780;35.6;0
467;21.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.216;1097;20.5;0
468;22.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.256;1081;15.5;0
469;23.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.256;798;33.4;0
470;24.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.176;1035;55.7;0
471;25.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.218;583;9.6;0
472;26.03.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.213;1169;10.4;0
473;27.03.2026;5124963;102926;Одежда;515.79;0.479;2;0;1;0;0;0.0;0;0.0;0.0;227;0;0.302;1149;19.3;0
474;28.03.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.112;943;64.8;0
475;29.03.2026;5124963;102926;Одежда;515.79;0.479;2;0;0;0;0;0.0;0;0.0;0.0;227;0;0.348;447;18.5;0
476;30.03.2026;5124963;102926;Одежда;515.79;0.479;2;0;1;0;0;0.0;0;0.0;0.0;227;0;0.391;1246;54.6;0
477;31.03.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.212;538;40.8;0
478;01.04.2026;5124963;102926;Одежда;515.79;0.479;2;0;0;0;0;0.0;0;0.0;0.0;227;0;0.298;774;24.4;0
479;02.04.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.244;1118;39.7;0
480;03.04.2026;5124963;102926;Одежда;515.79;0.479;3;1;1;0;0;0.0;0;0.0;0.0;227;0;0.211;1002;65.8;0
481;04.04.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.262;1052;45.3;0
482;05.04.2026;5124963;102926;Одежда;515.79;0.479;3;0;0;0;0;0.0;0;0.0;0.0;227;0;0.187;645;47.5;1
483;06.04.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.196;409;82.2;0
484;07.04.2026;5124963;102926;Одежда;515.79;0.479;2;0;1;0;0;0.0;0;0.0;0.0;227;0;0.342;1190;1.0;0
485;08.04.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.231;835;46.9;0
486;09.04.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.272;917;18.8;0
487;10.04.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.327;721;55.2;0
488;11.04.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.333;967;30.2;0
489;12.04.2026;5124963;102926;Одежда;515.79;0.479;4;0;3;0;0;0.0;0;0.0;0.0;227;0;0.272;608;8.3;0
490;13.04.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.194;787;53.0;0
491;14.04.2026;5124963;102926;Одежда;515.79;0.479;1;0;1;1;0;0.0;0;0.0;0.0;227;0;0.26;991;29.2;0
492;15.04.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.287;833;25.5;0
493;16.04.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.271;809;53.6;0
494;17.04.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.25;862;36.1;0
495;18.04.2026;5124963;102926;Одежда;515.79;0.479;2;0;0;0;0;0.0;0;0.0;0.0;227;0;0.334;919;39.6;0
496;19.04.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.372;663;36.8;0
497;20.04.2026;5124963;102926;Одежда;515.79;0.479;1;0;1;0;0;0.0;0;0.0;0.0;227;0;0.344;837;20.1;0
498;21.04.2026;5124963;102926;Одежда;515.79;0.479;2;0;0;0;0;0.0;0;0.0;0.0;227;0;0.189;734;58.5;0
499;22.04.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.172;1367;32.3;0
500;23.04.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.126;987;28.6;0
501;24.04.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.21;843;27.9;0
502;25.04.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.218;1053;31.0;0
503;26.04.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.178;808;52.5;0
504;27.04.2026;5124963;102926;Одежда;515.79;0.479;1;0;0;0;0;0.0;0;0.0;0.0;227;0;0.261;836;44.4;0
505;28.04.2026;5124963;102926;Одежда;515.79;0.479;3;1;1;0;0;0.0;0;0.0;0.0;227;0;0.246;991;3.7;0
506;29.04.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.205;812;21.0;0
507;30.04.2026;5124963;102926;Одежда;515.79;0.479;2;0;1;0;0;0.0;0;0.0;0.0;227;0;0.332;663;34.1;0
508;01.05.2026;5124963;102926;Одежда;515.79;0.479;0;0;0;0;0;0.0;0;0.0;0.0;227;0;0.254;705;65.0;0
509;08.04.2026;5053458;101267;Обувь;1518.38;0.039;48;3;21;3;0;0.0;0;0.0;0.0;466;0;0.542;594;55.6;0
510;09.04.2026;5053458;101267;Обувь;1518.38;0.039;22;3;6;1;0;0.0;0;0.0;0.0;466;0;0.532;902;46.4;0
511;10.04.2026;5053458;101267;Обувь;1518.38;0.039;47;5;20;0;0;0.0;0;0.0;0.0;466;0;0.618;802;24.3;0
512;11.04.2026;5053458;101267;Обувь;1518.38;0.039;43;4;19;3;1;1518.38;1;1518.38;300.15;465;0;0.382;619;32.5;0
513;12.04.2026;5053458;101267;Обувь;1518.38;0.039;51;5;22;4;1;1518.38;1;1518.38;300.15;464;0;0.572;1078;24.3;0
514;13.04.2026;5053458;101267;Обувь;1518.38;0.039;25;4;9;0;0;0.0;0;0.0;0.0;464;0;0.403;949;52.6;0
515;14.04.2026;5053458;101267;Обувь;1518.38;0.039;50;2;19;1;0;0.0;0;0.0;0.0;464;0;0.473;949;7.3;0
516;15.04.2026;5053458;101267;Обувь;1518.38;0.039;54;4;27;3;0;0.0;0;0.0;0.0;464;0;0.546;1063;24.7;0
517;16.04.2026;5053458;101267;Обувь;1518.38;0.039;51;5;22;2;2;3036.76;2;3036.76;600.31;462;0;0.588;1056;38.0;0
518;17.04.2026;5053458;101267;Обувь;1518.38;0.039;40;0;18;4;2;3036.76;2;3036.76;600.31;460;0;0.643;578;27.4;0
519;18.04.2026;5053458;101267;Обувь;1518.38;0.039;79;6;37;5;3;4555.14;3;4555.14;900.46;457;0;0.491;545;36.7;0
520;19.04.2026;5053458;101267;Обувь;1518.38;0.039;51;6;14;3;1;1518.38;1;1518.38;300.15;456;0;0.463;796;45.9;1
521;20.04.2026;5053458;101267;Обувь;1518.38;0.039;61;2;25;0;0;0.0;0;0.0;0.0;456;0;0.611;846;47.0;0
522;21.04.2026;5053458;101267;Обувь;1518.38;0.039;69;6;31;3;2;3036.76;2;3036.76;600.31;454;0;0.389;860;28.7;0
523;22.04.2026;5053458;101267;Обувь;1518.38;0.039;41;2;18;3;1;1518.38;1;1518.38;300.15;453;0;0.602;822;36.3;0
524;23.04.2026;5053458;101267;Обувь;1518.38;0.039;60;4;30;2;1;1518.38;1;1518.38;300.15;452;0;0.547;1097;10.7;0
525;24.04.2026;5053458;101267;Обувь;1518.38;0.039;65;6;29;3;1;1518.38;1;1518.38;300.15;451;0;0.48;823;76.4;0
526;25.04.2026;5053458;101267;Обувь;1518.38;0.039;72;7;31;7;4;6073.52;5;7591.9;1500.77;446;0;0.479;1345;28.2;0
527;26.04.2026;5053458;101267;Обувь;1518.38;0.039;50;2;19;4;2;3036.76;2;3036.76;600.31;444;0;0.428;916;18.8;0
528;27.04.2026;5053458;101267;Обувь;1518.38;0.039;71;9;30;1;1;1518.38;1;1518.38;300.15;443;0;0.577;661;68.3;0
529;28.04.2026;5053458;101267;Обувь;1518.38;0.039;41;3;18;1;0;0.0;0;0.0;0.0;443;0;0.569;941;30.6;0
530;29.04.2026;5053458;101267;Обувь;1518.38;0.039;102;10;49;4;1;1518.38;1;1518.38;300.15;442;0;0.42;1056;59.0;0
531;30.04.2026;5053458;101267;Обувь;1518.38;0.039;51;3;28;4;3;4555.14;3;4555.14;900.46;439;0;0.626;740;39.1;0
532;01.05.2026;5053458;101267;Обувь;1518.38;0.039;80;10;33;5;2;3036.76;2;3036.76;600.31;437;0;0.492;680;40.6;0
533;22.02.2025;5121227;102858;Дом;1733.52;0.068;19;2;7;0;0;0.0;0;0.0;0.0;88;0;0.678;621;74.9;0
534;23.02.2025;5121227;102858;Дом;1733.52;0.068;22;0;8;0;0;0.0;0;0.0;0.0;88;0;0.836;1064;26.6;0
535;24.02.2025;5121227;102858;Дом;1733.52;0.068;12;0;5;1;1;1733.52;1;1733.52;384.18;87;0;0.85;875;74.2;0
536;25.02.2025;5121227;102858;Дом;1733.52;0.068;15;0;7;0;0;0.0;0;0.0;0.0;87;0;0.872;1263;10.7;0
537;26.02.2025;5121227;102858;Дом;1733.52;0.068;15;0;5;2;1;1733.52;1;1733.52;384.18;86;0;0.753;1153;21.6;0
538;27.02.2025;5121227;102858;Дом;1733.52;0.068;5;0;1;0;0;0.0;0;0.0;0.0;86;0;0.827;974;40.8;0
539;28.02.2025;5121227;102858;Дом;1733.52;0.068;19;1;10;1;1;1733.52;1;1733.52;384.18;85;0;0.855;869;27.8;0
540;01.03.2025;5121227;102858;Дом;1733.52;0.068;18;1;7;0;0;0.0;0;0.0;0.0;85;0;0.978;1039;45.5;0
541;02.03.2025;5121227;102858;Дом;1733.52;0.068;36;3;10;0;0;0.0;0;0.0;0.0;85;0;0.964;795;86.4;0
542;03.03.2025;5121227;102858;Дом;1733.52;0.068;26;2;15;2;1;1733.52;1;1733.52;384.18;84;0;0.841;218;60.7;0
543;04.03.2025;5121227;102858;Дом;1733.52;0.068;23;1;6;1;0;0.0;0;0.0;0.0;84;0;0.782;742;53.4;0
544;05.03.2025;5121227;102858;Дом;1733.52;0.068;24;0;6;0;0;0.0;0;0.0;0.0;84;0;0.776;811;49.1;0
545;06.03.2025;5121227;102858;Дом;1733.52;0.068;30;1;11;1;0;0.0;0;0.0;0.0;84;0;0.843;1071;44.6;0
546;07.03.2025;5121227;102858;Дом;1733.52;0.068;46;2;18;0;0;0.0;0;0.0;0.0;84;0;0.884;1228;26.1;0
547;08.03.2025;5121227;102858;Дом;1733.52;0.068;29;3;8;0;0;0.0;0;0.0;0.0;84;0;0.769;1253;69.3;0
548;09.03.2025;5121227;102858;Дом;1733.52;0.068;31;0;13;1;0;0.0;0;0.0;0.0;84;0;0.803;702;17.4;1
549;10.03.2025;5121227;102858;Дом;1733.52;0.068;50;1;22;5;1;1733.52;1;1733.52;384.18;83;0;0.834;927;59.7;0
550;11.03.2025;5121227;102858;Дом;1733.52;0.068;22;2;7;0;0;0.0;0;0.0;0.0;83;0;0.883;281;1.0;0
551;12.03.2025;5121227;102858;Дом;1733.52;0.068;52;5;22;1;1;1733.52;1;1733.52;384.18;82;0;0.723;256;49.8;0
552;13.03.2025;5121227;102858;Дом;1733.52;0.068;32;3;11;1;0;0.0;0;0.0;0.0;82;0;0.722;801;72.2;0
553;14.03.2025;5121227;102858;Дом;1733.52;0.068;23;1;7;1;0;0.0;0;0.0;0.0;82;0;0.95;935;21.6;0
554;15.03.2025;5121227;102858;Дом;1733.52;0.068;32;2;16;1;1;1733.52;1;1733.52;384.18;81;0;0.875;1065;33.2;0
555;16.03.2025;5121227;102858;Дом;1733.52;0.068;46;3;12;0;0;0.0;0;0.0;0.0;81;0;0.783;817;15.8;0
556;17.03.2025;5121227;102858;Дом;1733.52;0.068;44;1;16;1;0;0.0;0;0.0;0.0;81;0;0.715;888;54.4;1
557;18.03.2025;5121227;102858;Дом;1733.52;0.068;18;2;6;2;0;0.0;0;0.0;0.0;81;0;0.839;718;34.4;0
558;19.03.2025;5121227;102858;Дом;1733.52;0.068;26;3;8;0;0;0.0;0;0.0;0.0;81;0;0.847;520;15.7;0
559;20.03.2025;5121227;102858;Дом;1733.52;0.068;39;4;14;2;1;1733.52;1;1733.52;384.18;80;0;0.709;850;33.9;0
560;21.03.2025;5121227;102858;Дом;1733.52;0.068;52;3;14;1;1;1733.52;1;1733.52;384.18;79;0;0.83;543;55.3;0
561;22.03.2025;5121227;102858;Дом;1733.52;0.068;54;2;19;1;0;0.0;0;0.0;0.0;79;0;0.893;865;57.0;0
562;23.03.2025;5121227;102858;Дом;1733.52;0.068;30;2;12;2;1;1733.52;1;1733.52;384.18;78;0;0.757;821;85.6;0
563;24.03.2025;5121227;102858;Дом;1733.52;0.068;47;5;17;3;0;0.0;0;0.0;0.0;78;0;0.84;816;53.0;0
564;25.03.2025;5121227;102858;Дом;1733.52;0.068;20;1;10;1;1;1733.52;1;1733.52;384.18;77;0;0.812;699;1.8;0
565;26.03.2025;5121227;102858;Дом;1733.52;0.068;44;1;15;1;0;0.0;0;0.0;0.0;77;0;0.919;962;22.3;0
566;27.03.2025;5121227;102858;Дом;1733.52;0.068;31;1;7;1;0;0.0;0;0.0;0.0;77;0;0.787;950;48.0;0
567;28.03.2025;5121227;102858;Дом;1733.52;0.068;30;4;14;0;0;0.0;0;0.0;0.0;77;0;0.761;799;28.6;0
568;29.03.2025;5121227;102858;Дом;1733.52;0.068;37;2;11;1;0;0.0;0;0.0;0.0;77;0;0.801;994;64.5;0
569;30.03.2025;5121227;102858;Дом;1733.52;0.068;40;2;18;1;0;0.0;0;0.0;0.0;77;0;0.836;966;24.8;0
570;31.03.2025;5121227;102858;Дом;1733.52;0.068;25;2;9;1;0;0.0;0;0.0;0.0;77;0;0.887;453;14.7;0
571;01.04.2025;5121227;102858;Дом;1733.52;0.068;33;4;16;2;0;0.0;0;0.0;0.0;77;0;0.827;1590;36.1;0
572;02.04.2025;5121227;102858;Дом;1733.52;0.068;44;3;16;0;0;0.0;0;0.0;0.0;77;0;0.979;752;76.3;0
573;03.04.2025;5121227;102858;Дом;1733.52;0.068;37;1;14;0;0;0.0;0;0.0;0.0;77;0;0.828;857;35.8;0
574;04.04.2025;5121227;102858;Дом;1733.52;0.068;30;1;12;1;0;0.0;1;1733.52;384.18;76;0;0.795;713;39.1;1
575;05.04.2025;5121227;102858;Дом;1733.52;0.068;91;7;32;3;1;1733.52;1;1733.52;384.18;75;0;0.772;473;57.7;0
576;06.04.2025;5121227;102858;Дом;1733.52;0.068;24;1;10;3;1;1733.52;1;1733.52;384.18;74;0;0.735;1443;35.2;0
577;07.04.2025;5121227;102858;Дом;1733.52;0.068;37;1;17;1;0;0.0;0;0.0;0.0;74;0;0.893;694;41.2;0
578;08.04.2025;5121227;102858;Дом;1733.52;0.068;40;3;10;1;0;0.0;0;0.0;0.0;74;0;0.901;482;27.6;0
579;09.04.2025;5121227;102858;Дом;1733.52;0.068;25;2;6;0;0;0.0;0;0.0;0.0;74;0;0.968;930;19.2;0
580;10.04.2025;5121227;102858;Дом;1733.52;0.068;35;1;12;4;0;0.0;0;0.0;0.0;74;0;0.866;948;1.0;0
581;11.04.2025;5121227;102858;Дом;1733.52;0.068;16;1;7;0;0;0.0;0;0.0;0.0;74;0;0.874;884;41.4;0
582;12.04.2025;5121227;102858;Дом;1733.52;0.068;32;2;10;1;1;1733.52;1;1733.52;384.18;73;0;0.955;660;50.9;0
583;13.04.2025;5121227;102858;Дом;1733.52;0.068;47;1;19;1;1;1733.52;1;1733.52;384.18;72;0;0.947;1084;39.4;0
584;14.04.2025;5121227;102858;Дом;1733.52;0.068;38;3;15;0;0;0.0;0;0.0;0.0;72;0;0.835;809;10.9;0
585;15.04.2025;5121227;102858;Дом;1733.52;0.068;78;8;29;4;0;0.0;0;0.0;0.0;72;0;0.795;1225;66.3;0
586;16.04.2025;5121227;102858;Дом;1733.52;0.068;34;2;15;2;0;0.0;0;0.0;0.0;72;0;0.845;484;1.0;0
587;17.04.2025;5121227;102858;Дом;1733.52;0.068;19;2;4;1;0;0.0;0;0.0;0.0;72;0;0.802;708;35.8;1
588;18.04.2025;5121227;102858;Дом;1733.52;0.068;32;3;10;2;0;0.0;0;0.0;0.0;72;0;0.887;496;53.2;0
589;19.04.2025;5121227;102858;Дом;1733.52;0.068;33;0;13;0;0;0.0;0;0.0;0.0;72;0;0.895;903;19.4;0
590;20.04.2025;5121227;102858;Дом;1733.52;0.068;81;5;27;1;0;0.0;0;0.0;0.0;72;0;0.733;761;55.0;0
591;21.04.2025;5121227;102858;Дом;1733.52;0.068;32;1;11;1;1;1733.52;1;1733.52;384.18;71;0;0.993;1266;43.2;0
592;22.04.2025;5121227;102858;Дом;1733.52;0.068;31;3;10;0;0;0.0;0;0.0;0.0;71;0;0.834;703;58.3;0
593;23.04.2025;5121227;102858;Дом;1733.52;0.068;29;0;11;2;1;1733.52;1;1733.52;384.18;70;0;0.769;363;39.7;0
594;24.04.2025;5121227;102858;Дом;1733.52;0.068;50;2;24;4;2;3467.04;2;3467.04;768.37;68;0;0.85;425;18.4;0
595;25.04.2025;5121227;102858;Дом;1733.52;0.068;27;0;8;0;0;0.0;0;0.0;0.0;68;0;0.844;446;24.3;0
